name	titles	function	steno_name	sex	party	birthdate	web_page
Tomáš Dub	Ing.	poslanec	poslanec tomáš dub	Man	ODS	19671212	/sqw/detail.sqw?id=5257
Tomáš Hasil		poslanec	poslanec tomáš hasil	Man	ODS	19611001	/sqw/detail.sqw?id=5285
Tomáš Kladívko		poslanec	poslanec tomáš kladívko	Man	ODS	19571125	/sqw/detail.sqw?id=335
Tomáš Kvapil	Ing. Bc.	poslanec	poslanec tomáš kvapil	Man	KDU-ČSL	19551218	/sqw/detail.sqw?id=390
Tomáš Kádner		poslanec	poslanec tomáš kádner	Man	ODS	19551122	/sqw/detail.sqw?id=1919
Tomáš Teplík		poslanec	poslanec tomáš teplík	Man	ODS	19740101	/sqw/detail.sqw?id=244
Tomáš Vrbík		poslanec	poslanec tomáš vrbík	Man	US-DEU	19730115	/sqw/detail.sqw?id=5365
Veronika Nedvědová	Ing.	poslankyně	poslankyně veronika nedvědová	Woman	ODS	19620918	/sqw/detail.sqw?id=400
Vilém Holáň	RNDr.	poslanec	poslanec vilém holáň	Man	KDU-ČSL	19380101	/sqw/detail.sqw?id=297
Vladimír Doležal	Ing.	poslanec	poslanec vladimír doležal	Man	ODS	19650430	/sqw/detail.sqw?id=357
Vladimír Koníček	RNDr.	poslanec	poslanec vladimír koníček	Man	KSČM	19640223	/sqw/detail.sqw?id=5313
Vladimír Laštůvka	Ing.	poslanec	poslanec vladimír laštůvka	Man	ČSSD	19430608	/sqw/detail.sqw?id=226
Vladimír Mlynář		ministr vlády čr	ministr vlády čr vladimír mlynář	Man	US-DEU	19660115	/sqw/detail.sqw?id=398
Vladimír Mlynář		ministr informatiky čr	ministr informatiky čr vladimír mlynář	Man	US-DEU	19660115	/sqw/detail.sqw?id=398
Vladimír Reiber	Ing.	poslanec	poslanec vladimír reiber	Man	KSČM	19480505	/sqw/detail.sqw?id=5381
Vladimír Čada	Ing.	poslanec	poslanec vladimír čada	Man	ČSSD	19610101	/sqw/detail.sqw?id=5271
Vladimír Říha	MUDr.	poslanec	poslanec vladimír říha	Man	KDU-ČSL	19490317	/sqw/detail.sqw?id=5262
Vladimír Špidla	PhDr.	předseda vlády čr	předseda vlády čr vladimír špidla	Man	ČSSD	19510422	/sqw/detail.sqw?id=241
Vladimír Špidla	PhDr.	poslanec	poslanec vladimír špidla	Man	ČSSD	19510422	/sqw/detail.sqw?id=241
Vlasta Parkanová	JUDr.	poslankyně	poslankyně vlasta parkanová	Woman	KDU-ČSL	19691121	/sqw/detail.sqw?id=340
Vlastimil Aubrecht		poslanec	poslanec vlastimil aubrecht	Man	ČSSD	19531223	/sqw/detail.sqw?id=344
Vlastimil Dlab		poslanec	poslanec vlastimil dlab	Man	KSČM	19511205	/sqw/detail.sqw?id=5289
Vlastimil Ostrý	Ing.	poslanec	poslanec vlastimil ostrý	Man	US-DEU	19661106	/sqw/detail.sqw?id=5305
Vlastimil Tlustý	CSc. Ing.	poslanec	poslanec vlastimil tlustý	Man	ODS	19550919	/sqw/detail.sqw?id=164
Vlastislav Antolák	Mgr.	poslanec	poslanec vlastislav antolák	Man	KSČM	19420427	/sqw/detail.sqw?id=5312
Vojtěch Filip	JUDr.	místopředseda	místopředseda vojtěch filip	Man	KSČM	19550113	/sqw/detail.sqw?id=303
Vojtěch Filip	JUDr.	místopředseda psp	místopředseda psp vojtěch filip	Man	KSČM	19550113	/sqw/detail.sqw?id=303
Vojtěch Filip	JUDr.	poslanec	poslanec vojtěch filip	Man	KSČM	19550113	/sqw/detail.sqw?id=303
Václav Exner	CSc. RNDr.	poslanec	poslanec václav exner	Man	KSČM	19440101	/sqw/detail.sqw?id=31
Václav Frank		poslanec	poslanec václav frank	Man	KSČM	19440401	/sqw/detail.sqw?id=36
Václav Grüner	CSc. Ing.	poslanec	poslanec václav grüner	Man	ČSSD	19440922	/sqw/detail.sqw?id=363
Václav Klaus	CSc. Prof. Ing.	poslanec	poslanec václav klaus	Man	ODS	19690910	/sqw/detail.sqw?id=263
Václav Mencl	arch. Ing.	poslanec	poslanec václav mencl	Man	ODS	19430405	/sqw/detail.sqw?id=5300
Václav Nájemník	Mgr.	poslanec	poslanec václav nájemník	Man	ODS	19440101	/sqw/detail.sqw?id=110
Václav Votava	Ing.	poslanec	poslanec václav votava	Man	ČSSD	19560618	/sqw/detail.sqw?id=5272
Walter Bartoš	PhDr. MBA Ph.D.	poslanec	poslanec walter bartoš	Man	ODS	19610423	/sqw/detail.sqw?id=345
Zbyněk Novotný		poslanec	poslanec zbyněk novotný	Man	ODS	19670109	/sqw/detail.sqw?id=5259
Zdeněk Jičínský	prof. DrSc. JUDr.	poslanec	poslanec zdeněk jičínský	Man	ODS	19290226	/sqw/detail.sqw?id=218
Zdeněk Koudelka	JUDr. Ph.D.	poslanec	poslanec zdeněk koudelka	Man	ČSSD	19690101	/sqw/detail.sqw?id=382
Zdeněk Kořistka		poslanec	poslanec zdeněk kořistka	Man	ODS	19570101	/sqw/detail.sqw?id=381
Zdeněk Maršíček		poslanec	poslanec zdeněk maršíček	Man	KSČM	19560630	/sqw/detail.sqw?id=5328
Zdeněk Škromach	Ing.	místopředseda vlády a ministr práce a sociálních věcí čr	místopředseda vlády a ministr práce a sociálních věcí čr zdeněk škromach	Man	ČSSD	19561231	/sqw/detail.sqw?id=239
Zdeněk Škromach	Ing.	ministr práce a sociálních věcí čr	ministr práce a sociálních věcí čr zdeněk škromach	Man	ČSSD	19561231	/sqw/detail.sqw?id=239
Zdeňka Horníková	Mgr.	poslankyně	poslankyně zdeňka horníková	Woman	ODS	19521206	/sqw/detail.sqw?id=261
Zuzka Bebarová Rujbrová	JUDr.	poslankyně	poslankyně zuzka rujbrová	Woman	KSČM	19510113	/sqw/detail.sqw?id=312
