name	titles	function	steno_name	sex	party	birthdate	web_page
Hana Orgoníková	Ing.	poslankyně	poslankyně hana orgoníková	Woman	ČSSD	19461208	/sqw/detail.sqw?id=122
Hana Šedivá	JUDr.	poslankyně	poslankyně hana šedivá	Woman	ČSSD	19560826	/sqw/detail.sqw?id=5320
Helena Mallotová	Mgr.	poslankyně	poslankyně helena mallotová	Woman	ODS	19441026	/sqw/detail.sqw?id=5258
Hynek Fajmon	Mgr.	poslanec	poslanec hynek fajmon	Man	ODS	19680517	/sqw/detail.sqw?id=5213
Iva Šedivá	Ing.	poslankyně	poslankyně iva šedivá	Woman	ČSSD	19560101	/sqw/detail.sqw?id=5288
Ivan Langer	MUDr. Mgr.	místopředseda	místopředseda ivan langer	Man	ODS	19670101	/sqw/detail.sqw?id=266
Ivan Langer	MUDr. Mgr.	místopředseda psp	místopředseda psp ivan langer	Man	ODS	19670101	/sqw/detail.sqw?id=266
Ivana Levá	Mgr.	poslankyně	poslankyně ivana levá	Woman	KSČM	19500616	/sqw/detail.sqw?id=5274
Ivo Vykydal	Ing.	poslanec	poslanec ivo vykydal	Man	KSČM	19610512	/sqw/detail.sqw?id=5309
Jan Bauer	Ing.	poslanec	poslanec jan bauer	Man	ODS	19690427	/sqw/detail.sqw?id=5379
Jan Grůza	Ing.	poslanec	poslanec jan grůza	Man	KDU-ČSL	19571103	/sqw/detail.sqw?id=333
Jan Kasal	Ing.	místopředseda psp	místopředseda psp jan kasal	Man	KDU-ČSL	19510101	/sqw/detail.sqw?id=64
Jan Kavan		poslanec	poslanec jan kavan	Man	ČSSD	19460101	/sqw/detail.sqw?id=450
Jan Klas	Ing.	poslanec	poslanec jan klas	Man	ODS	19580403	/sqw/detail.sqw?id=67
Jan Mládek	CSc. Ing.	ministr zemědělství čr	ministr zemědělství čr jan mládek	Man	ČSSD	19600101	/sqw/detail.sqw?id=5269
Jan Mládek	CSc. Ing.	poslanec	poslanec jan mládek	Man	ČSSD	19600101	/sqw/detail.sqw?id=5269
Jan Schwippel	CSc. Ing.	poslanec	poslanec jan schwippel	Man	ODS	19661208	/sqw/detail.sqw?id=5378
Jan Vidím	Mgr.	poslanec	poslanec jan vidím	Man	ODS	19640725	/sqw/detail.sqw?id=280
Jan Zahradil	Ing.	poslanec	poslanec jan zahradil	Man	ODS	19630320	/sqw/detail.sqw?id=429
Jan Škopík	Ing.	poslanec	poslanec jan škopík	Man	KDU-ČSL	19450722	/sqw/detail.sqw?id=5315
Jana Hamplová	Mgr.	poslankyně	poslankyně jana hamplová	Woman	ČSSD	19650518	/sqw/detail.sqw?id=5401
Jarmila Boháčková		poslankyně	poslankyně jarmila boháčková	Woman	ČSSD	19470718	/sqw/detail.sqw?id=349
Jaromír Kohlíček	CSc. Ing.	poslanec	poslanec jaromír kohlíček	Man	KSČM	19530213	/sqw/detail.sqw?id=379
Jaromír Schling	Ing.	poslanec	poslanec jaromír schling	Man	ČSSD	19460621	/sqw/detail.sqw?id=234
Jaromír Talíř	Ing.	poslanec	poslanec jaromír talíř	Man	KDU-ČSL	19500809	/sqw/detail.sqw?id=302
Jaroslav Bureš		ministr a předseda legislativní rady vlády čr	ministr a předseda legislativní rady vlády čr jaroslav bureš	Man	NOPARTY	19540505	/sqw/detail.sqw?id=1001
Jaroslav Gongol	CSc. Ing.	poslanec	poslanec jaroslav gongol	Man	KSČM	19370323	/sqw/detail.sqw?id=304
Jaroslav Krákora	MUDr.	poslanec	poslanec jaroslav krákora	Man	ČSSD	19551025	/sqw/detail.sqw?id=5279
Jaroslav Lobkowicz	Ing.	poslanec	poslanec jaroslav lobkowicz	Man	KDU-ČSL	19420816	/sqw/detail.sqw?id=392
Jaroslav Palas	Ing.	ministr zemědělství čr	ministr zemědělství čr jaroslav palas	Man	ČSSD	19521002	/sqw/detail.sqw?id=124
Jaroslav Pešán	MVDr.	poslanec	poslanec jaroslav pešán	Man	ODS	19460101	/sqw/detail.sqw?id=270
Jaroslav Plachý	Ing.	poslanec	poslanec jaroslav plachý	Man	ODS	19520304	/sqw/detail.sqw?id=273
Jaroslav Tvrdík	Ing.	ministr obrany čr	ministr obrany čr jaroslav tvrdík	Man	ČSSD	19680911	/sqw/detail.sqw?id=5217
Jaroslav Zvěřina	CSc. Doc. MUDr.	poslanec	poslanec jaroslav zvěřina	Man	ODS	19421218	/sqw/detail.sqw?id=285
Jitka Gruntová	PaedDr.	poslankyně	poslankyně jitka gruntová	Woman	KSČM	19450508	/sqw/detail.sqw?id=5293
Jitka Kupčová	JUDr.	místopředsedkyně psp	místopředsedkyně psp jitka kupčová	Woman	ČSSD	19520101	/sqw/detail.sqw?id=225
Jitka Vojtilová	Ing.	poslankyně	poslankyně jitka vojtilová	Woman	ČSSD	19620928	/sqw/detail.sqw?id=5284
Jiřina Fialová		poslankyně	poslankyně jiřina fialová	Woman	KSČM	19500101	/sqw/detail.sqw?id=5267
Jiří Bílý		poslanec	poslanec jiří bílý	Man	ODS	19540122	/sqw/detail.sqw?id=348
Jiří Dolejš	Ing.	poslanec	poslanec jiří dolejš	Man	KSČM	19610124	/sqw/detail.sqw?id=5261
Jiří Dolejš		poslanec	poslanec jiří dolejš	Man	KSČM	19610124	/sqw/detail.sqw?id=5261&o=4
Jiří Hanuš	Ing.	poslanec	poslanec jiří hanuš	Man	KDU-ČSL	19480101	/sqw/detail.sqw?id=5291
Jiří Karas	JUDr. Ing.	poslanec	poslanec jiří karas	Man	KDU-ČSL	19420730	/sqw/detail.sqw?id=63
Jiří Maštálka	MUDr.	poslanec	poslanec jiří maštálka	Man	KSČM	19560103	/sqw/detail.sqw?id=310
Jiří Papež	Ing.	poslanec	poslanec jiří papež	Man	ODS	19650920	/sqw/detail.sqw?id=269
Jiří Paroubek		ministr pro místní rozvoj čr	ministr pro místní rozvoj čr jiří paroubek	Man	ČSSD	19520821	/sqw/detail.sqw?id=4070
Jiří Patočka	Ing.	poslanec	poslanec jiří patočka	Man	ODS	19430521	/sqw/detail.sqw?id=407
Jiří Pospíšil	JUDr.	poslanec	poslanec jiří pospíšil	Man	ODS	19751124	/sqw/detail.sqw?id=5273
Jiří Rusnok	Ing.	ministr průmyslu a obchodu čr	ministr průmyslu a obchodu čr jiří rusnok	Man	ČSSD	19601016	/sqw/detail.sqw?id=4737
Jiří Třešňák		poslanec	poslanec jiří třešňák	Man	ČSSD	19380101	/sqw/detail.sqw?id=5266
Jiří Václavek	Ing.	poslanec	poslanec jiří václavek	Man	ČSSD	19420101	/sqw/detail.sqw?id=249
Josef Bíža	Ing.	poslanec	poslanec josef bíža	Man	ODS	19500101	/sqw/detail.sqw?id=5280
Josef Hojdar	Ing.	poslanec	poslanec josef hojdar	Man	ČSSD	19461016	/sqw/detail.sqw?id=215
Josef Janeček	MUDr.	poslanec	poslanec josef janeček	Man	KDU-ČSL	19521212	/sqw/detail.sqw?id=54
Josef Mandík	Ing.	poslanec	poslanec josef mandík	Man	KSČM	19451204	/sqw/detail.sqw?id=99
Josef Mikuta		poslanec	poslanec josef mikuta	Man	ČSSD	19560504	/sqw/detail.sqw?id=5276
Josef Poláček	Ing.	poslanec	poslanec josef poláček	Man	ODS	19480813	/sqw/detail.sqw?id=5377
Josef Smýkal		poslanec	poslanec josef smýkal	Man	ČSSD	19541107	/sqw/detail.sqw?id=5311
Josef Vondruška	Dr. JU	poslanec	poslanec josef vondruška	Man	KSČM	19480212	/sqw/detail.sqw?id=4527
Josef Vícha		poslanec	poslanec josef vícha	Man	KDU-ČSL	19491022	/sqw/detail.sqw?id=5324
Josef Řihák	Dr. MV	poslanec	poslanec josef řihák	Man	ČSSD	19590425	/sqw/detail.sqw?id=5265
Josef Šenfeld	Ing.	poslanec	poslanec josef šenfeld	Man	KSČM	19611113	/sqw/detail.sqw?id=5282
Josef Švarcbek	Dr.RS	poslanec	poslanec josef švarcbek	Man	KSČM	19550102	/sqw/detail.sqw?id=5380
Jozef Kochan	MUDr.	poslanec	poslanec jozef kochan	Man	ODS	19460317	/sqw/detail.sqw?id=5375
Jozef Kubinyi	MUDr. Ph.D.	ministr zdravotnictví čr	ministr zdravotnictví čr jozef kubinyi	Man	ČSSD	19550721	/sqw/detail.sqw?id=5316
Jozef Kubinyi	MUDr. Ph.D.	poslanec	poslanec jozef kubinyi	Man	ČSSD	19550721	/sqw/detail.sqw?id=5316
Karel Čermák		ministr spravedlnosti čr	ministr spravedlnosti čr karel čermák	Man	NOPARTY	19340913	/sqw/detail.sqw?id=4190
Karel Kratochvíle	Ing.	poslanec	poslanec karel kratochvíle	Man	ČSSD	19580427	/sqw/detail.sqw?id=5385
Karel Kühnl	JUDr.	ministr obrany čr	ministr obrany čr karel kühnl	Man	US-DEU	19540101	/sqw/detail.sqw?id=389
Karel Kühnl	JUDr.	poslanec	poslanec karel kühnl	Man	US-DEU	19540101	/sqw/detail.sqw?id=389
Karel Sehoř	Ing.	poslanec	poslanec karel sehoř	Man	ODS	19510101	/sqw/detail.sqw?id=277
Karel Vymětal	Ing.	poslanec	poslanec karel vymětal	Man	KSČM	19440101	/sqw/detail.sqw?id=317
Karel Černý		poslanec	poslanec karel černý	Man	ČSSD	19650112	/sqw/detail.sqw?id=354
Karel Šplíchal	PhDr.	poslanec	poslanec karel šplíchal	Man	ČSSD	19461114	/sqw/detail.sqw?id=419
Kateřina Dostálová		poslankyně	poslankyně kateřina dostálová	Woman	ODS	19610101	/sqw/detail.sqw?id=358
Kateřina Konečná	Ing.	poslankyně	poslankyně kateřina konečná	Woman	KSČM	19810120	/sqw/detail.sqw?id=5321
Květoslava Čelišová	PaedDr.	poslankyně	poslankyně květoslava čelišová	Woman	KSČM	19460411	/sqw/detail.sqw?id=19
Ladislav Býček	Ing.	poslanec	poslanec ladislav býček	Man	KSČM	19441008	/sqw/detail.sqw?id=5303
Ladislav Mlčák		poslanec	poslanec ladislav mlčák	Man	KSČM	19470105	/sqw/detail.sqw?id=5308
Ladislav Skopal	Ing.	poslanec	poslanec ladislav skopal	Man	ČSSD	19580925	/sqw/detail.sqw?id=235
Ladislav Urban	RSDr.	poslanec	poslanec ladislav urban	Man	KSČM	19450109	/sqw/detail.sqw?id=5275
Ladislav Vomáčko		poslanec	poslanec ladislav vomáčko	Man	ČSSD	19440101	/sqw/detail.sqw?id=5388
Ladislav Šustr		poslanec	poslanec ladislav šustr	Man	KDU-ČSL	19580925	/sqw/detail.sqw?id=420
Lenka Mazuchová	PhDr.	poslankyně	poslankyně lenka mazuchová	Woman	ČSSD	19580607	/sqw/detail.sqw?id=5414
Libor Ambrozek	RNDr.	ministr životního prostředí čr	ministr životního prostředí čr libor ambrozek	Man	KDU-ČSL	19660802	/sqw/detail.sqw?id=295
Libor Ježek	Ing.	poslanec	poslanec libor ježek	Man	ODS	19610813	/sqw/detail.sqw?id=374
Libor Rouček	Dr.	poslanec	poslanec libor rouček	Man	ČSSD	19540904	/sqw/detail.sqw?id=5264
Lubomír Suk		poslanec	poslanec lubomír suk	Man	ODS	19600906	/sqw/detail.sqw?id=5278
Lubomír Zaorálek	PhDr.	předseda psp	předseda psp lubomír zaorálek	Man	ČSSD	19560906	/sqw/detail.sqw?id=252
Lubomír Zaorálek	PhDr.	předseda psp	předsda psp lubomír zaorálek	Man	ČSSD	19560906	/sqw/detail.sqw?id=252
Lucie Talmanová	Ing.	poslankyně	poslankyně lucie talmanová	Woman	ODS	19670827	/sqw/detail.sqw?id=421
Ludmila Brynychová	Ing.	poslankyně	poslankyně ludmila brynychová	Woman	KSČM	19520101	/sqw/detail.sqw?id=206
Ludvík Hovorka	Ing.	poslanec	poslanec ludvík hovorka	Man	KDU-ČSL	19630613	/sqw/detail.sqw?id=5314
Marek Benda		poslanec	poslanec marek benda	Man	ODS	19681110	/sqw/detail.sqw?id=4
Marian Bielesz	Dr.MV	poslanec	poslanec marian bielesz	Man	US-DEU	19631114	/sqw/detail.sqw?id=5323
Marie Součková		ministryně zdravotnictví čr	ministryně zdravotnictví čr marie součková	Woman	ČSSD	19530731	/sqw/detail.sqw?id=8296
Marie Rusová	JUDr.	poslankyně	poslankyně marie rusová	Woman	KSČM	19501204	/sqw/detail.sqw?id=5296
Marta Bayerová	RNDr.	poslankyně	poslankyně marta bayerová	Woman	KSČM	19560531	/sqw/detail.sqw?id=5302
Martin Jahn 		místopředseda vlády čr pro ekonomiku	místopředseda vlády čr pro ekonomiku martin jahn	Man	ČSSD	19700121	/sqw/detail.sqw?id=3780
Martin Kocourek	Ing.	poslanec	poslanec martin kocourek	Man	ODS	19661223	/sqw/detail.sqw?id=378
Martin Říman	Ing.	poslanec	poslanec martin říman	Man	ODS	19610511	/sqw/detail.sqw?id=437
Michaela Šojdrová	Ing.	poslankyně	poslankyně michaela šojdrová	Woman	KDU-ČSL	19631028	/sqw/detail.sqw?id=301
Michal Doktor		poslanec	poslanec michal doktor	Man	ODS	19671002	/sqw/detail.sqw?id=356
Michal Hašek	Dr.JU	poslanec	poslanec michal hašek	Man	ČSSD	19760417	/sqw/detail.sqw?id=5297
Michal Kraus	Ing. Mgr. MBA Ph.D.	poslanec	poslanec michal kraus	Man	ČSSD	19571001	/sqw/detail.sqw?id=77
Milada Emmerová	CSc. MUDr. doc.	ministryně zdravotnictví čr	ministryně zdravotnictví čr milada emmerová	Woman	ČSSD	19440101	/sqw/detail.sqw?id=211
Milada Emmerová	CSc. MUDr. doc.	poslankyně	poslankyně milada emmerová	Woman	ČSSD	19440101	/sqw/detail.sqw?id=211
Milan Bičík	Mgr.	poslanec	poslanec milan bičík	Man	KSČM	19491217	/sqw/detail.sqw?id=5295
Milan Cabrnoch	MUDr.	poslanec	poslanec milan cabrnoch	Man	ODS	19620101	/sqw/detail.sqw?id=353
Milan Ekert	Ing.	poslanec	poslanec milan ekert	Man	ČSSD	19650302	/sqw/detail.sqw?id=210
Milan Šimonovský 		místopředseda vlády a ministr dopravy čr	místopředseda vlády a ministr dopravy čr milan šimonovský	Man	KDU-ČSL	19490217	/sqw/detail.sqw?id=4220
Milan Šimonovský 		ministr dopravy a spojů čr	ministr dopravy a spojů čr milan šimonovský	Man	KDU-ČSL	19490217	/sqw/detail.sqw?id=4220
Milan Šimonovský 		ministr dopravy čr	ministr dopravy čr milan šimonovský	Man	KDU-ČSL	19490217	/sqw/detail.sqw?id=4220
Milan Urban	Ing.	ministr průmyslu a obchodu čr	ministr průmyslu a obchodu čr milan urban	Man	ČSSD	19581015	/sqw/detail.sqw?id=422
Milan Urban	Ing.	poslanec	poslanec milan urban	Man	ČSSD	19581015	/sqw/detail.sqw?id=422
Miloslav Kala	Ing.	poslanec	poslanec miloslav kala	Man	ČSSD	19630803	/sqw/detail.sqw?id=5298
Miloslav Kučera	Ing.	poslanec	poslanec miloslav kučera	Man	ODS	19561004	/sqw/detail.sqw?id=5253
Miloslav Ransdorf	CSc. PhDr.	poslanec	poslanec miloslav ransdorf	Man	KSČM	19530215	/sqw/detail.sqw?id=311
Miloslav Vlček	Ing.	poslanec	poslanec miloslav vlček	Man	ČSSD	19610201	/sqw/detail.sqw?id=250
Miloslav Výborný	JUDr.	poslanec	poslanec miloslav výborný	Man	KDU-ČSL	19520101	/sqw/detail.sqw?id=193
Miloslava Vostrá	Ing.	poslankyně	poslankyně miloslava vostrá	Woman	KSČM	19650526	/sqw/detail.sqw?id=5268
Miloš Kužvart	RNDr.	poslanec	poslanec miloš kužvart	Man	ČSSD	19601120	/sqw/detail.sqw?id=454
Miloš Melčák	CSc. Ing.	poslanec	poslanec miloš melčák	Man	ČSSD	19390419	/sqw/detail.sqw?id=230
Miloš Máša	Ing.	poslanec	poslanec miloš máša	Man	ČSSD	19400422	/sqw/detail.sqw?id=5386
Miloš Patera	Ing.	poslanec	poslanec miloš patera	Man	ODS	19620126	/sqw/detail.sqw?id=5277
Miloš Titz	CSc. Doc. Ing.	poslanec	poslanec miloš titz	Man	ČSSD	19390601	/sqw/detail.sqw?id=246
Miroslav Beneš	Ing.	poslanec	poslanec miroslav beneš	Man	ODS	19560101	/sqw/detail.sqw?id=347
Miroslav Grebeníček	CSc. PhDr. doc.	poslanec	poslanec miroslav grebeníček	Man	KSČM	19470321	/sqw/detail.sqw?id=305
Miroslav Kalousek	Ing.	poslanec	poslanec miroslav kalousek	Man	KDU-ČSL	19601217	/sqw/detail.sqw?id=377
Miroslav Kapoun		poslanec	poslanec miroslav kapoun	Man	ČSSD	19450803	/sqw/detail.sqw?id=219
Miroslav Krajíček	Ing.	poslanec	poslanec miroslav krajíček	Man	ODS	19461204	/sqw/detail.sqw?id=383
Miroslav Máče	CSc. Ing. Ph.D	poslanec	poslanec miroslav máče	Man	ČSSD	19560819	/sqw/detail.sqw?id=393
Miroslav Opálka	RSDr.	poslanec	poslanec miroslav opálka	Man	KSČM	19521009	/sqw/detail.sqw?id=5322
Miroslav Ouzký	MUDr.	poslanec	poslanec miroslav ouzký	Man	ODS	19580101	/sqw/detail.sqw?id=405
Miroslav Pátek	Ing.	poslanec	poslanec miroslav pátek	Man	ODS	19440101	/sqw/detail.sqw?id=5281
Miroslav Svoboda	Ing.	poslanec	poslanec miroslav svoboda	Man	ČSSD	19620330	/sqw/detail.sqw?id=5255
Miroslav Váňa	Ing.	poslanec	poslanec miroslav váňa	Man	ČSSD	19610308	/sqw/detail.sqw?id=5292
Miroslava Němcová		místopředsedkyně psp	místopředsedkyně psp miroslava němcová	Woman	ODS	19521117	/sqw/detail.sqw?id=401
Miroslava Vlčková		poslankyně	poslankyně miroslava vlčková	Woman	KSČM	19501125	/sqw/detail.sqw?id=425
Oldřich Němec	Bc.	poslanec	poslanec oldřich němec	Man	ČSSD	19560101	/sqw/detail.sqw?id=5283
Oldřich Vojíř	Mgr. Ph.D.	poslanec	poslanec oldřich vojíř	Man	ODS	19610813	/sqw/detail.sqw?id=282
Pavel Dostál		ministr kultury čr	ministr kultury čr pavel dostál	Man	ČSSD	19430225	/sqw/detail.sqw?id=209
Pavel Hojda	Ing.	poslanec	poslanec pavel hojda	Man	KSČM	19521102	/sqw/detail.sqw?id=366
Pavel Hrnčíř	Ing.	poslanec	poslanec pavel hrnčíř	Man	ODS	19610323	/sqw/detail.sqw?id=371
Pavel Hönig	Ing.	poslanec	poslanec pavel hönig	Man	ČSSD	19480101	/sqw/detail.sqw?id=367
Pavel Kováčik	Ing.	poslanec	poslanec pavel kováčik	Man	KSČM	19550702	/sqw/detail.sqw?id=309
Pavel Němec	JUDr.	místopředseda vlády a ministr spravedlnosti čr	místopředseda vlády a ministr spravedlnosti čr pavel němec	Man	ČSSD	19760623	/sqw/detail.sqw?id=403
Pavel Němec	JUDr.	ministr pro místní rozvoj čr	ministr pro místní rozvoj čr pavel němec	Man	ČSSD	19760623	/sqw/detail.sqw?id=403
Pavel Rychetský		místopředseda vlády a ministr spravedlnosti čr	místopředseda vlády a ministr spravedlnosti čr pavel rychetský	Man	ČSSD	19430817	http://www.vlada.cz/1250/vlada/vlada_clenove.htm
Pavel Severa	Bc.	poslanec	poslanec pavel severa	Man	KDU-ČSL	19650506	/sqw/detail.sqw?id=143
Pavel Suchánek	Ing.	poslanec	poslanec pavel suchánek	Man	ODS	19650506	/sqw/detail.sqw?id=415
Pavel Svoboda	Ing.	poslanec	poslanec pavel svoboda	Man	ODS	19531101	/sqw/detail.sqw?id=417
Petr Braný	RSDr.	poslanec	poslanec petr braný	Man	KSČM	19510525	/sqw/detail.sqw?id=5270
Petr Bratský	Ing.	poslanec	poslanec petr bratský	Man	ODS	19550408	/sqw/detail.sqw?id=5256
Petr Ibl	JUDr.	poslanec	poslanec petr ibl	Man	ČSSD	19540101	/sqw/detail.sqw?id=5252
Petr Kott	MUDr.	poslanec	poslanec petr kott	Man	ODS	19620911	/sqw/detail.sqw?id=5286
Petr Krill	Ing.	poslanec	poslanec petr krill	Man	ODS	19410527	/sqw/detail.sqw?id=5306
Petr Lachnit	CSc. Ing.	poslanec	poslanec petr lachnit	Man	ČSSD	19491230	/sqw/detail.sqw?id=5120
Petr Mareš		místopředseda vlády čr	místopředseda vlády čr petr mareš	Man	US-DEU	19530115	/sqw/detail.sqw?id=1111
Petr Nečas	RNDr.	poslanec	poslanec petr nečas	Man	ODS	19641119	/sqw/detail.sqw?id=111
Petr Pleva	Mgr.	poslanec	poslanec petr pleva	Man	ODS	19590613	/sqw/detail.sqw?id=275
Petr Rafaj	Ing.	poslanec	poslanec petr rafaj	Man	ČSSD	19610623	/sqw/detail.sqw?id=5318
Petr Tluchoř		poslanec	poslanec petr tluchoř	Man	ODS	19680106	/sqw/detail.sqw?id=5376
Petr Zgarba	Ing.	poslanec	ministr zemědělství čr petr zgarba	Man	ČSSD	19590918	/sqw/detail.sqw?id=5294
Petr Zgarba	Ing.	poslanec	poslanec petr zgarba	Man	ČSSD	19590918	/sqw/detail.sqw?id=5294
Petr Šulák	Ing.	poslanec	poslanec petr šulák	Man	ČSSD	19440101	/sqw/detail.sqw?id=243
Petra Buzková	JUDr.	poslankyně	poslankyně petra buzková	Woman	ČSSD	19651207	/sqw/detail.sqw?id=16
Petra Buzková	JUDr.	ministryně školství mládeže a tělovýchovy čr	ministryně školství mládeže a tělovýchovy čr petra buzková	Woman	ČSSD	19651207	/sqw/detail.sqw?id=16
Petra Buzková	JUDr.	ministryně školství čr	ministryně školství čr petra buzková	Woman	ČSSD	19651207	/sqw/detail.sqw?id=16
Radim Chytka	Ing.	poslanec	poslanec radim chytka	Man	ODS	19590906	/sqw/detail.sqw?id=372
Radim Turek	Mgr.	poslanec	poslanec radim turek	Man	ČSSD	19701127	/sqw/detail.sqw?id=248
Radko Martínek	Mgr.	ministr pro místní rozvoj čr	ministr pro místní rozvoj čr radko martínek	Man	ČSSD	19560606	/sqw/detail.sqw?id=396
Radko Martínek	Mgr.	poslanec	poslanec radko martínek	Man	ČSSD	19560606	/sqw/detail.sqw?id=396
Robert Kopecký		poslanec	poslanec robert kopecký	Man	ČSSD	19520101	/sqw/detail.sqw?id=220
Robert Vokáč		poslanec	poslanec robert vokáč	Man	US-DEU	19580623	/sqw/detail.sqw?id=5357
Robin Böhnisch	PhDr.	poslanec	poslanec robin böhnisch	Man	ČSSD	19761123	/sqw/detail.sqw?id=5342
Rudolf Tomíček	Ing.	poslanec	poslanec rudolf tomíček	Man	ČSSD	19480101	/sqw/detail.sqw?id=247
Soňa Marková	Mgr.	poslankyně	poslankyně soňa marková	Woman	KSČM	19630225	/sqw/detail.sqw?id=5290
Stanislav Fischer	CSc. Ing.	poslanec	poslanec stanislav fischer	Man	KSČM	19361130	/sqw/detail.sqw?id=361
Stanislav Grospič	JUDr.	poslanec	poslanec stanislav grospič	Man	KSČM	19640725	/sqw/detail.sqw?id=4778
Stanislav Gross	JUDr.	poslanec	poslanec stanislav gross	Man	ČSSD	19691030	/sqw/detail.sqw?id=39
Stanislav Gross	JUDr.	místopředseda vlády a ministr vnitra	místopředseda vlády a ministr vnitra stanislav gross	Man	ČSSD	19691030	/sqw/detail.sqw?id=39
Stanislav Gross	JUDr.	místopředseda vlády a ministr vnitra čr	místopředseda vlády a ministr vnitra čr stanislav gross	Man	ČSSD	19691030	/sqw/detail.sqw?id=39
Stanislav Gross	JUDr.	předseda vlády čr	předseda vlády čr stanislav gross	Man	ČSSD	19691030	/sqw/detail.sqw?id=39
Stanislav Křeček	JUDr.	poslanec	poslanec stanislav křeček	Man	ČSSD	19380520	/sqw/detail.sqw?id=386
Svatomír Recman	RSDr. Ing.	poslanec	poslanec svatomír recman	Man	KSČM	19521229	/sqw/detail.sqw?id=136
Svatopluk Karásek	ThMgr.	poslanec	poslanec svatopluk karásek	Man	US-DEU	19421018	/sqw/detail.sqw?id=5224
Taťána Fischerová		poslankyně	poslankyně taťána fischerová	Woman	US-DEU	19470101	/sqw/detail.sqw?id=5325
Tom Zajíček		poslanec	poslanec tom zajíček	Man	ODS	19480825	/sqw/detail.sqw?id=430
