name	titles	function	steno_name	sex	party	birthdate	web_page
Leoš Heger	doc. MUDr.  CSc.	Poslanec	Poslanec Leoš Heger	Man	TOP09	1948-01-01	/sqw/detail.sqw?id=5917
Miroslav Opálka	RSDr.	Poslanec	Poslanec Miroslav Opálka	Man	KSČM	1952-01-01	/sqw/detail.sqw?id=5322
Miroslav Kalousek	Ing.	Poslanec	Poslanec Miroslav Kalousek	Man	TOP09	1960-12-17	/sqw/detail.sqw?id=377
Jaroslav Krákora	MUDr.	Poslanec	Poslanec Jaroslav Krákora	Man	ČSSD	1955-01-01	/sqw/detail.sqw?id=5279
Pavel Plzák	MUDr.	Poslanec	Poslanec Pavel Plzák	Man	ANO2011	1960-08-18	/sqw/detail.sqw?id=6171
Rostislav Vyzula	prof. MUDr. CSc.	Poslanec	Poslanec Rostislav Vyzula	Man	ANO2011	1952-12-03	/sqw/detail.sqw?id=6161
Ludvík Hovorka	Ing.	Poslanec	Poslanec Ludvík Hovorka	Man	KDU-ČSL	1963-01-01	/sqw/detail.sqw?id=5314
Petr Bendl	Ing.	Poslanec	Poslanec Petr Bendl	Man	ODS	1966-01-24	/sqw/detail.sqw?id=346
Petr Kořenek	Mgr.	Poslanec	Poslanec Petr Kořenek	Man	ČSSD	1966-01-01	/sqw/detail.sqw?id=6212
Josef Nekl	RSDr.	Poslanec	Poslanec Josef Nekl	Man	KSČM	1953-05-28	/sqw/detail.sqw?id=5948
Jiří Běhounek	MUDr.	Poslanec	Poslanec Jiří Běhounek	Man	ČSSD	1952-05-13	/sqw/detail.sqw?id=6002
Jaroslav Zavadil		Poslanec	Poslanec Jaroslav Zavadil	Man	ČSSD	1944-04-12	/sqw/detail.sqw?id=6157
Jeroným Tejc	JUDr.	Poslanec	Poslanec Jeroným Tejc	Man	ČSSD	1977-01-01	/sqw/detail.sqw?id=5513
Helena Válková	prof. JUDr. CSc.	Poslankyně	Poslankyně Helena Válková	Woman	ANO2011	1951-01-07	/sqw/detail.sqw?id=6168
Stanislav Polčák	JUDr.	Poslanec	Poslanec Stanislav Polčák	Man	TOP09	1980-01-01	/sqw/detail.sqw?id=5956
Jan Mládek CSc.	Ing. CSc.	Poslanec	Poslanec Jan Mládek	Man	ČSSD	1960-01-01	/sqw/detail.sqw?id=5269
Jiří Pospíšil	JUDr.	Poslanec	Poslanec Jiří Pospíšil	Man	TOP09	1975-01-01	/sqw/detail.sqw?id=5273
Pavel Bělobrádek	MVDr. Ph.D. MPA	Místopředseda PSP	Místopředseda PSP Pavel Bělobrádek	Man	KDU-ČSL	1976-12-25	/sqw/detail.sqw?id=6138
Jan Chvojka	JUDr.	Poslanec	Poslanec Jan Chvojka	Man	ČSSD	1980-12-17	/sqw/detail.sqw?id=5926
Martin Komárek	PhDr.	Poslanec	Poslanec Martin Komárek	Man	ANO2011	1961-01-01	/sqw/detail.sqw?id=6140
Jiří Štětina	MUDr.	Poslanec	Poslanec Jiří Štětina	Man	Úsvit	1941-01-01	/sqw/detail.sqw?id=5975
Adolf Beznoska	Ing.	Poslanec	Poslanec Adolf Beznoska	Man	ODS	1961-01-01	/sqw/detail.sqw?id=6181
Roman Kubíček Ph.D.	Ing. Ph.D.	Poslanec	Poslanec Roman Kubíček	Man	ANO2011	1963-05-06	/sqw/detail.sqw?id=6215
Jana Fischerová	Ing. CSc.	Poslankyně	Poslankyně Jana Fischerová	Woman	ODS	1955-08-20	/sqw/detail.sqw?id=5990
Věra Jourová	Mgr. et Mgr.	Poslankyně	Poslankyně Věra Jourová	Woman	ANO2011	1964-08-18	/sqw/detail.sqw?id=6203
Ivan Adamec	Mgr.	Poslanec	Poslanec Ivan Adamec	Man	ODS	1960-03-21	/sqw/detail.sqw?id=5700
Vladimír Koníček	RNDr.	Poslanec	Poslanec Vladimír Koníček	Man	KSČM	1964-02-23	/sqw/detail.sqw?id=5313
Jiří Zlatuška	prof. RNDr. CSc.	Poslanec	Poslanec Jiří Zlatuška	Man	ANO2011	1957-01-01	/sqw/detail.sqw?id=5718
Ladislav Šincl	Ing.	Poslanec	Poslanec Ladislav Šincl	Man	ČSSD	1965-01-01	/sqw/detail.sqw?id=5507
Václav Votava	Ing.	Poslanec	Poslanec Václav Votava	Man	ČSSD	1956-01-01	/sqw/detail.sqw?id=5272
Jaroslav Foldyna		Poslanec	Poslanec Jaroslav Foldyna	Man	ČSSD	1960-06-26	/sqw/detail.sqw?id=5911
Pavel Blažek	JUDr.	Poslanec	Poslanec Pavel Blažek	Man	ODS	1969-04-08	/sqw/detail.sqw?id=6079
Michal Hašek	JUDr.	Poslanec	Poslanec Michal Hašek	Man	ODS	1976-01-01	/sqw/detail.sqw?id=5297
Marian Jurečka	Ing.	Poslanec	Poslanec Marian Jurečka	Man	KDU-ČSL	1981-03-15	/sqw/detail.sqw?id=6205
Lubomír Zaorálek	PhDr.	Poslanec	Poslanec Lubomír Zaorálek	Man	ČSSD	1956-09-06	/sqw/detail.sqw?id=252
Martin Novotný		Poslanec	Poslanec Martin Novotný	Man	ODS	1972-01-01	/sqw/detail.sqw?id=6175
František Laudát	Ing.	Poslanec	Poslanec František Laudát	Man	TOP09	1960-01-01	/sqw/detail.sqw?id=5476
Jan Bartošek	Ing.	Místopředseda PSP	Místopředseda PSP Jan Bartošek	Man	KDU-ČSL	1971-11-10	/sqw/detail.sqw?id=6178
Jan Bartošek	Ing.	Poslanec	Poslanec Jan Bartošek	Man	KDU-ČSL	1971-11-10	/sqw/detail.sqw?id=6178
Richard Brabec	Mgr.	Poslanec	Poslanec Richard Brabec	Man	ANO2011	1966-07-05	/sqw/detail.sqw?id=6184
Ivan Gabal	PhDr.	Poslanec	Poslanec Ivan Gabal	Man	KDU-ČSL	1951-01-01	/sqw/detail.sqw?id=6193
Robin Böhnisch	PhDr.	Poslanec	Poslanec Robin Böhnisch	Man	ČSSD	1976-01-01	/sqw/detail.sqw?id=5342
Jaroslava Pokorná Jermanová	Ing.	Místopředsedkyně PSP	Místopředsedkyně PSP Jaroslava Jermanová	Woman	ANO2011	1970-08-17	/sqw/detail.sqw?id=6202
Jaroslava Pokorná Jermanová	Ing.	Místopředsedkyně PSP	Místopředsedkyně PSP Jaroslava Pokorná Jermanová	Woman	ANO2011	1970-08-17	/sqw/detail.sqw?id=6202
Zdeněk Bezecný	Mgr. Ph.D.	Poslanec	Poslanec Zdeněk Bezecný	Man	TOP09	1971-12-01	/sqw/detail.sqw?id=5897
Jan Volný	Ing.	Poslanec	Poslanec Jan Volný	Man	ANO2011	1959-06-15	/sqw/detail.sqw?id=6166
Vlastimil Picek		Ministr obrany ČR	Ministr obrany ČR Vlastimil Picek	Man	NOPARTY	1956-10-25	http://www.vlada.cz/cz/clenove-vlady/ing--vlastimil-picek-104468/
René Číp	Ing.	Poslanec	Poslanec René Číp	Man	KSČM	1974-12-10	/sqw/detail.sqw?id=6188
Anna Putnová	doc. RNDr. Ph.D. MBA	Poslankyně	Poslankyně Anna Putnová	Woman	TOP09	1960-07-24	/sqw/detail.sqw?id=5957
Gabriela Pecková	MUDr.	Poslankyně	Poslankyně Gabriela Pecková	Woman	TOP09	1957-01-19	/sqw/detail.sqw?id=5955
Marta Semelová	Mgr.	Poslankyně	Poslankyně Marta Semelová	Woman	KSČM	1960-03-01	/sqw/detail.sqw?id=5962
Josef Novotný	PaedDr.	Poslanec	Poslanec Josef Novotný	Man	ČSSD	1952-12-14	/sqw/detail.sqw?id=5991
Jana Černochová	Mgr.	Poslankyně	Poslankyně Jana Černochová	Woman	ODS	1973-10-26	/sqw/detail.sqw?id=5903
Jan Zahradník	RNDr.	Poslanec	Poslanec Jan Zahradník	Man	ODS	1949-03-23	/sqw/detail.sqw?id=5844
Petr Fiala	Prof. PhDr. Ph.D. LL.M.	Poslanec	Poslanec Petr Fiala	Man	ODS	1964-09-01	/sqw/detail.sqw?id=6074
Augustin Karel Andrle Sylor	PaedDr. Mgr.	Poslanec	Poslanec Augustin Karel Andrle Sylor	Man	Úsvit	1946-10-25	/sqw/detail.sqw?id=6148
Jana Hnyková		Poslankyně	Poslankyně Jana Hnyková	Woman	Úsvit	1963-12-6	/sqw/detail.sqw?id=6195
Olga Havlová		Poslankyně	Poslankyně Olga Havlová	Woman	Úsvit	1953-07-25	/sqw/detail.sqw?id=6141
Simeon Karamazov	prof. Ing. Dr.	Poslanec	Poslanec Simeon Karamazov	Man	ODS	1963-12-19	/sqw/detail.sqw?id=6208
Josef Zahradníček		Poslanec	Poslanec Josef Zahradníček	Man	ODS	1966-09-11	/sqw/detail.sqw?id=6159
František Vácha	prof. RNDr. Ph.D.	Poslanec	Poslanec František Vácha	Man	TOP09	1966-09-11	/sqw/detail.sqw?id=6137
Ivan Pilný	Ing.	Poslanec	Poslanec Ivan Pilný	Man	ANO2011	1944-07-06	/sqw/detail.sqw?id=6231
David Kasal	MUDr. MHA	Poslanec	Poslanec David Kasal	Man	ANO2011	1969-01-01	/sqw/detail.sqw?id=6209
Květa Matušovská	Ing.	Poslankyně	Poslankyně Květa Matušovská	Woman	KSČM	1984-06-04	/sqw/detail.sqw?id=5938
Zuzka Bebarová Rujbrová	JUDr.	Poslankyně	Poslankyně Zuzka Bebarová Rujbrová	Woman	KSČM	1951-01-13	/sqw/detail.sqw?id=312
Zuzka Bebarová Rujbrová	JUDr.	Poslankyně	Poslankyně Zuzka Bebarová-Rujbrová	Woman	KSČM	1951-01-13	/sqw/detail.sqw?id=312
Milan Urban	Ing.	Poslanec	Poslanec Milan Urban	Man	ČSSD	1958-10-15	/sqw/detail.sqw?id=422
Tomio Okamura		Poslanec	Poslanec Tomio Okamura	Man	SPD	1972-07-04	/sqw/detail.sqw?id=6105
Jaroslav Lobkowicz	Ing.	Poslanec	Poslanec Jaroslav Lobkowicz	Man	TOP09	1942-08-16	/sqw/detail.sqw?id=392
Marek Černoch		Poslanec	Poslanec Marek Černoch	Man	Úsvit	1969-08-11	/sqw/detail.sqw?id=6186
Igor Jakubčík	Mgr.	Poslanec	Poslanec Igor Jakubčík	Man	ČSSD	1967-05-12	/sqw/detail.sqw?id=6113
Petr Adam	Mgr.	Poslanec	Poslanec Petr Adam	Man	Úsvit	1983-08-12	/sqw/detail.sqw?id=6146
Miloslav Janulík	MUDr.	Poslanec	Poslanec Miloslav Janulík	Man	ANO2011	1962-09-21	/sqw/detail.sqw?id=6201
Jiří Skalický	PharmDr. Ph.D.	Poslanec	Poslanec Jiří Skalický	Man	TOP09	1956-04-12	/sqw/detail.sqw?id=5964
Daniel Herman	Mgr.	Poslanec	Poslanec Daniel Herman	Man	KDU-ČSL	1963-04-28	/sqw/detail.sqw?id=6142
Stanislav Grospič	JUDr.	Poslanec	Poslanec Stanislav Grospič	Man	KSČM	1964-07-25	/sqw/detail.sqw?id=4778
Václav Zemek	Ing.	Poslanec	Poslanec Václav Zemek	Man	ČSSD	1974-04-13	/sqw/detail.sqw?id=5989
Antonín Seďa	Ing.	Poslanec	Poslanec Antonín Seďa	Man	ČSSD	1960-12-12	/sqw/detail.sqw?id=5310
David Kádner		Poslanec	Poslanec David Kádner	Man	Úsvit	1976-10-12	/sqw/detail.sqw?id=5933
Roman Váňa	Ing.	Poslanec	Poslanec Roman Váňa	Man	ČSSD	1966-11-01	/sqw/detail.sqw?id=5980
Václav Klučka	Ing.	Poslanec	Poslanec Václav Klučka	Man	ČSSD	1953-07-20	/sqw/detail.sqw?id=68
Petr Gazdík	Mgr.	Místopředseda PSP	Místopředseda PSP Petr Gazdík	Man	STAN	1974-06-26	/sqw/detail.sqw?id=5914
Karel Schwarzenberg		Poslanec	Poslanec Karel Schwarzenberg	Man	TOP09	1937-12-10	/sqw/detail.sqw?id=5558
Jaroslav Holík	Ing.	Poslanec	Poslanec Jaroslav Holík	Man	SPD	1953-06-29	/sqw/detail.sqw?id=6198
Rom Kostřica	prof. MUDr. CSc.	Poslanec	Poslanec Rom Kostřica	Man	TOP09	1949-03-13	/sqw/detail.sqw?id=5940
Josef Šenfeld	Ing.	Poslanec	Poslanec Josef Šenfeld	Man	KSČM	1961-11-13	/sqw/detail.sqw?id=5282
Václav Horáček	Mgr.	Poslanec	Poslanec Václav Horáček	Man	TOP09	1956-08-17	/sqw/detail.sqw?id=5919
Karel Šidlo	Ing.	Poslanec	Poslanec Karel Šidlo	Man	KSČM	1957-11-01	/sqw/detail.sqw?id=5506
Ladislav Velebný		Poslanec	Poslanec Ladislav Velebný	Man	ČSSD	1957-04-01	/sqw/detail.sqw?id=5866
Miroslav Grebeníček	doc. PhDr. CSc.	Poslanec	Poslanec Miroslav Grebeníček	Man	KSČM	1947-03-21	/sqw/detail.sqw?id=305
Bronislav Schwarz	Ing.	Poslanec	Poslanec Bronislav Schwarz	Man	ANO2011	1966-10-07	/sqw/detail.sqw?id=6236
Michal Kučera	Ing.	Poslanec	Poslanec Michal Kučera	Man	TOP09	1968-01-01	/sqw/detail.sqw?id=6216
Kateřina Konečná	Ing.	Poslankyně	Poslankyně Kateřina Konečná	Woman	KSČM	1981-01-20	/sqw/detail.sqw?id=5321
Vlastimil Vozka	Ing.	Poslanec	Poslanec Vlastimil Vozka	Man	ANO2011	1954-03-20	/sqw/detail.sqw?id=6162
Jan Farský	Mgr.	Poslanec	Poslanec Jan Farský	Man	STAN	1979-07-11	/sqw/detail.sqw?id=5909
Jitka Chalánková	MUDr.	Poslankyně	Poslankyně Jitka Chalánková	Woman	TOP09	1957-03-23	/sqw/detail.sqw?id=5922
Jan Klán	Mgr.	Poslanec	Poslanec Jan Klán	Man	KSČM	1982-11-29	/sqw/detail.sqw?id=5934
Radim Holeček	Mgr. Bc.	Poslanec	Poslanec Radim Holeček	Man	ODS	1976-06-21	/sqw/detail.sqw?id=6197
Bohuslav Chalupa	Ing.	Poslanec	Poslanec Bohuslav Chalupa	Man	ANO2011	1960-06-15	/sqw/detail.sqw?id=6199
Matěj Fichtner	PhDr. Ing. MBA	Poslanec	Poslanec Matěj Fichtner	Man	ANO2011	1984-06-02	/sqw/detail.sqw?id=6192
Mgr. Herbert Pavera	Mgr.	Poslanec	Poslanec Herbert Pavera	Man	TOP09	1958-01-01	/sqw/detail.sqw?id=6227
Ing. Josef Hájek	Ing.	Poslanec	Poslanec Josef Hájek	Man	ANO2011	1956-07-03	/sqw/detail.sqw?id=6139
Svatopluk Němeček		Ministr zdravotnictví ČR	Ministr zdravotnictví ČR Svatopluk Němeček	Man	ČSSD	1972-02-23	http://www.vlada.cz/cz/clenove-vlady/svatopluk-nemecek-115398/
Jiří Koskuba	MUDr.	Poslanec	Poslanec Jiří Koskuba	Man	ČSSD	1955-12-14	/sqw/detail.sqw?id=5433
Helena Válková	prof. JUDr. CSc.	Ministryně spravedlnosti ČR	Ministryně spravedlnosti ČR Helena Válková	Woman	ANO2011	1951-01-07	http://www.vlada.cz/cz/clenove-vlady/helena-valkova-115394/
Stanislav Mackovík	Bc.	Poslanec	Poslanec Stanislav Mackovík	Man	KSČM	1967-03-11	/sqw/detail.sqw?id=6220
Martin Stropnický		Ministr obrany ČR	Ministr obrany ČR Martin Stropnický	Man	ANO2011	1956-12-19	http://www.vlada.cz/cz/clenove-vlady/martin-stropnicky-115391/
Milan Chovanec		Ministr vnitra ČR	Ministr vnitra ČR Milan Chovanec	Man	ČSSD	1970-01-31	http://www.vlada.cz/cz/clenove-vlady/milan-chovanec-115392/
Stanislav Huml	Mgr.	Poslanec	Poslanec Stanislav Huml	Man	ČSSD	1955-07-30	/sqw/detail.sqw?id=5921
Radek Vondráček	Mgr.	Místopředseda PSP	Místopředseda PSP Radek Vondráček	Man	ANO2011	1973-12-30	/sqw/detail.sqw?id=6165
Radek Vondráček	Mgr.	Poslanec	Poslanec Radek Vondráček	Man	ANO2011	1973-12-30	/sqw/detail.sqw?id=6165
Antonín Prachař		Ministr dopravy ČR	Ministr dopravy ČR Antonín Prachař	Man	ANO2011	1962-12-14	http://www.vlada.cz/cz/clenove-vlady/antonin-prachar-115396/
Václav Snopek	Mgr. CSc.	Poslanec	Poslanec Václav Snopek	Man	KSČM	1951-08-20	/sqw/detail.sqw?id=5502
Marian Jurečka	Ing.	Ministr zemědělství ČR	Ministr zemědělství ČR Marian Jurečka	Man	KDU-ČSL	1981-03-15	http://www.vlada.cz/cz/clenove-vlady/marian-jurecka-115397/
Mgr. Dana Váhalová	Mgr.	Poslankyně	Poslankyně Dana Váhalová	Woman	ČSSD	1966-05-28	/sqw/detail.sqw?id=5979
Pavel Bělobrádek	MVDr. Ph.D. MPA	Místopředseda vlády ČR	Místopředseda vlády ČR Pavel Bělobrádek	Man	KDU-ČSL	1976-12-25	http://www.vlada.cz/cz/clenove-vlady/pri-uradu-vlady/pavel-belobradek/zivotopis/pavel-belobradek-115389/
Margita Balaštíková		Poslankyně	Poslankyně Margita Balaštíková	Woman	ANO2011	1967-09-16	/sqw/detail.sqw?id=6177
Richard Brabec	Mgr.	Místopředseda vlády ČR a ministr životního prostředí	Místopředseda vlády ČR a ministr životního prostředí Richard Brabec	Man	ANO2011	1966-07-05	http://www.vlada.cz/cz/clenove-vlady/richard-brabec-115401/
Richard Brabec	Mgr.	Ministr životního prostředí ČR	Ministr životního prostředí ČR Richard Brabec	Man	ANO2011	1966-07-05	http://www.vlada.cz/cz/clenove-vlady/richard-brabec-115401/
Daniel Herman	Mgr.	Ministr kultury ČR	Ministr kultury ČR Daniel Herman	Man	KDU-ČSL	1963-04-28	http://www.vlada.cz/cz/clenove-vlady/daniel-herman-115402/
Jan Mládek		Ministr průmyslu a obchodu ČR	Ministr průmyslu a obchodu ČR Jan Mládek	Man	ČSSD	1960-06-01	http://www.vlada.cz/cz/clenove-vlady/jan-mladek-115393/
Lubomír Zaorálek	PhDr.	Ministr zahraničních věcí ČR	Ministr zahraničních věcí ČR Lubomír Zaorálek	Man	ČSSD	1956-09-06	http://www.vlada.cz/cz/clenove-vlady/lubomir-zaoralek-115390/
Vítězslav Jandák	Mgr.	Poslanec	Poslanec Vítězslav Jandák	Man	ČSSD	1947-08-03	/sqw/detail.sqw?id=5402
Štěpán Stupčuk	JUDr.	Poslanec	Poslanec Štěpán Stupčuk	Man	ČSSD	1976-03-09	/sqw/detail.sqw?id=6238
Karel Rais	prof. Ing. CSc. MBA	Poslanec	Poslanec Karel Rais	Man	ANO2011	1949-10-14	/sqw/detail.sqw?id=6158
Jaroslav Klaška	Ing. arch.	Poslanec	Poslanec Jaroslav Klaška	Man	KDU-ČSL	1962-06-28	/sqw/detail.sqw?id=6210
Zuzana Kailová	Bc.	Poslankyně	Poslankyně Zuzana Kailová	Woman	ČSSD	1974-07-21	/sqw/detail.sqw?id=6206
Michaela Marksová		Ministryně práce a sociálních věcí ČR	Ministryně práce a sociálních věcí ČR Michaela Marksová	Woman	ČSSD	1969-03-20	http://www.vlada.cz/cz/clenove-vlady/michaela-marksova-tominova-115395/
Jan Birke		Poslanec	Poslanec Jan Birke	Man	ČSSD	1969-06-01	/sqw/detail.sqw?id=6182
Karel Fiedler	Ing.	Poslanec	Poslanec Karel Fiedler	Man	Úsvit	1961-12-31	/sqw/detail.sqw?id=6191
Jiří Dienstbier		Ministr vlády ČR	Ministr vlády ČR Jiří Dienstbier	Man	ČSSD	1969-05-27	http://www.vlada.cz/cz/clenove-vlady/pri-uradu-vlady/jiri-dienstbier/zivotopis/jiri-dienstbier-115403/
Adam Rykala	Ing.	Poslanec	Poslanec Adam Rykala	Man	ČSSD	1986-09-03	/sqw/detail.sqw?id=5960
Jiří Mihola	Mgr. Ph.D.	Poslanec	Poslanec Jiří Mihola	Man	KDU-ČSL	1972-06-01	/sqw/detail.sqw?id=6222
Helena Langšádlová	Mgr.	Poslankyně	Poslankyně Helena Langšádlová	Woman	TOP09	1963-10-14	/sqw/detail.sqw?id=5943
Martina Berdychová	Mgr.	Poslankyně	Poslankyně Martina Berdychová	Woman	ANO2011	1971-04-29	/sqw/detail.sqw?id=6180
Nina Nováková	Mgr.	Poslankyně	Poslankyně Nina Nováková	Woman	TOP09	1954-03-14	/sqw/detail.sqw?id=6176
Ondřej Benešík	Mgr.	Poslanec	Poslanec Ondřej Benešík	Man	KDU-ČSL	1976-06-27	/sqw/detail.sqw?id=6179
Bohuslav Sobotka		Předseda vlády ČR	Předseda vlády ČR Bohuslav Sobotka	Man	ČSSD	1971-10-23	http://www.vlada.cz/cz/vlada/premier/
Marie Benešová	Mgr.	Poslankyně	Poslankyně Marie Benešová	Woman	ČSSD	1948-04-17	/sqw/detail.sqw?id=6136
Marcel Chládek		Ministr školství mládeže a tělovýchovy ČR	Ministr školství mládeže a tělovýchovy ČR Marcel Chládek	Man	ČSSD	1968-04-09	http://www.vlada.cz/cz/clenove-vlady/marcel-chladek-115399/
Andrej Babiš	Ing.	Místopředseda vlády ČR a ministr financí	Místopředseda vlády ČR a ministr financí Andrej Babiš	Man	ANO2011	1954-09-02	http://www.vlada.cz/cz/clenove-vlady/andrej-babis-115388/
Pavel Holík	MUDr.	Poslanec	Poslanec Pavel Holík	Man	ČSSD	1957-05-23	/sqw/detail.sqw?id=5918
Věra Jourová	Mgr. et Mgr.	Ministryně pro místní rozvoj ČR	Ministryně pro místní rozvoj ČR Věra Jourová	Woman	ANO2011	1964-08-18	http://www.vlada.cz/cz/clenove-vlady/vera-jourova-115400/
Anna Šabatová	Mgr.	Veřejná ochránkyně práv	Veřejná ochránkyně práv Anna Šabatová	Woman	NOPARTY	1951-06-23	/sqw/detail.sqw?id=5207
Alexander Černý	RSDr.	Poslanec	Poslanec Alexander Černý	Man	KSČM	1953-05-21	/sqw/detail.sqw?id=5307
Markéta Pekarová Adamová	Ing.	Poslankyně	Poslankyně Markéta Pekarová Adamová	Woman	TOP09	1984-10-02	/sqw/detail.sqw?id=6147
Markéta Pekarová Adamová	Ing.	Poslankyně	Poslankyně Markéta Adamová	Woman	TOP09	1984-10-02	/sqw/detail.sqw?id=6147
Zdeněk Ondráček	JUDr. PhDr. Ph.D.	Poslanec	Poslanec Zdeněk Ondráček	Man	KSČM	1969-07-28	/sqw/detail.sqw?id=6224
Gabriela Hubáčková		Poslankyně	Poslankyně Gabriela Hubáčková	Woman	KSČM	1975-01-28	/sqw/detail.sqw?id=5920
Věra Kovářová	Ing.	Poslankyně	Poslankyně Věra Kovářová	Woman	STAN	1964-01-20	/sqw/detail.sqw?id=6214
Vojtěch Adam	MUDr.	Poslanec	Poslanec Vojtěch Adam	Man	ANO2011	1986-10-02	/sqw/detail.sqw?id=5768
Alena Nohavová		Poslankyně	Poslankyně Alena Nohavová	Woman	KSČM	1960-04-07	/sqw/detail.sqw?id=6223
Martin Sedlář		Poslanec	Poslanec Martin Sedlář	Man	ANO2011	1972-12-21	/sqw/detail.sqw?id=6153
Tomáš Jan Podivínský	Mgr.	Poslanec	Poslanec Tomáš Jan Podivínský	Man	KDU-ČSL	1969-11-21	/sqw/detail.sqw?id=6134
Jiří Valenta	PhDr. Ing. Mgr. et Mgr.	Poslanec	Poslanec Jiří Valenta	Man	KSČM	1965-12-28	/sqw/detail.sqw?id=6169
Jaroslav Borka	Mgr.	Poslanec	Poslanec Jaroslav Borka	Man	KSČM	1952-10-18	/sqw/detail.sqw?id=6183
Miloš Petera	Ing.	Poslanec	Poslanec Miloš Petera	Man	ČSSD	1958-03-14	/sqw/detail.sqw?id=6229
Zdeněk Soukup	PhDr.	Poslanec	Poslanec Zdeněk Soukup	Man	ANO2011	1952-12-06	/sqw/detail.sqw?id=6237
Josef Vondrášek	Ing.	Poslanec	Poslanec Josef Vondrášek	Man	KSČM	1950-07-25	/sqw/detail.sqw?id=6164
Jiří Zimola	Mgr.	Poslanec	Poslanec Jiří Zimola	Man	ČSSD	1971-03-28	/sqw/detail.sqw?id=6155
Petr Kudela	Ing.	Poslanec	Poslanec Petr Kudela	Man	KDU-ČSL	1969-03-10	/sqw/detail.sqw?id=6217
Hana Aulická Jírovcová	Ing.	Poslankyně	Poslankyně Hana Aulická Jírovcová	Woman	KSČM	1981-04-07	/sqw/detail.sqw?id=6149
Hana Aulická Jírovcová	Ing.	Poslankyně	Poslankyně Hana Aulická-Jírovcová	Woman	KSČM	1981-04-07	/sqw/detail.sqw?id=6149
Radka Maxová	Ing.	Poslankyně	Poslankyně Radka Maxová	Woman	ANO2011	1968-12-02	/sqw/detail.sqw?id=6221
Lukáš Pleticha	JUDr. Ing.	Poslanec	Poslanec Lukáš Pleticha	Man	ČSSD	1974-10-18	/sqw/detail.sqw?id=6232
Jana Pastuchová	Mgr.	Poslankyně	Poslankyně Jana Pastuchová	Woman	ANO2011	1965-07-21	/sqw/detail.sqw?id=6225
Martin Lank		Poslanec	Poslanec Martin Lank	Man	Úsvit	1976-08-10	/sqw/detail.sqw?id=6218
Jiří Bis	Ing.	Senátor	Senátor Jiří Bis	Man	ČSSD	1941-04-26	/sqw/detail.sqw?id=5782
Pavel Šrámek	Ing. MBA	Poslanec	Poslanec Pavel Šrámek	Man	ANO2011	1965-03-25	/sqw/detail.sqw?id=6144
Karel Černý		Poslanec	Poslanec Karel Černý	Man	ČSSD	1965-01-12	/sqw/detail.sqw?id=354
Karel Tureček	Ing.	Poslanec	Poslanec Karel Tureček	Man	ANO2011	1971-02-01	/sqw/detail.sqw?id=6240
