name	titles	function	steno_name	sex	party	birthdate	web_page
Cyril Svoboda	JUDr.	poslanec	poslanec cyril svoboda	Man	KDU-ČSL	1956-11-24	/sqw/detail.sqw?id=416
Cyril Zapletal		poslanec	poslanec cyril zapletal	Man	ČSSD	1949-07-15	/sqw/detail.sqw?id=5415
Dagmar Molendová	MUDr.	poslankyně	poslankyně dagmar molendová	Woman	ODS	1967-03-14	/sqw/detail.sqw?id=5483
Dana Filipi		poslankyně	poslankyně dana filipi	Woman	ODS	1970-02-02	/sqw/detail.sqw?id=5460
Dana Jurásková	Mgr. Ph.D. MBA	ministryně zdravotnictví vlády čr	ministryně zdravotnictví vlády čr dana jurásková	Woman	ODS	1961-09-21	http://www.vlada.cz/cz/clenove-vlady/dana-juraskova-57178/
Dana Kuchtová		Ministryně školství, mládeže a tělovýchovy ČR	Ministryně školství, mládeže a tělovýchovy ČR Dana Kuchtová	Woman	SZ	1961-06-18	Ministryně_školství_mládeže_a_tělovýchovy_ČR_Dana_Kuchtová
Dana Kuchtová	Mgr.	ministryně školství  mládeže a tělovýchovy čr	ministryně školství mládeže a tělovýchovy čr dana kuchtová	Woman	SZ	1961-06-18	http://www.vlada.cz/scripts/detail.php?id=20577
Daniel Petruška		poslanec	poslanec daniel petruška	Man	ODS	1971-11-11	/sqw/detail.sqw?id=5488
Daniel Reisiegel	Ing.	poslanec	poslanec daniel reisiegel	Man	ODS	1973-06-11	/sqw/detail.sqw?id=5497
Daniel Rovan	Mgr.	poslanec	poslanec daniel rovan	Man	ODS	1964-01-26	/sqw/detail.sqw?id=5498
Daniela Filipiová		Ministryně zdravotnictví	Ministryně zdravotnictví Daniela Filipiová	Woman	ODS	1957-08-09	Ministryně_zdravotnictví_Daniela_Filipiová
Daniela Filipiová		Ministryně zdravotnictví ČR	Ministryně zdravotnictví ČR Daniela Filipiová	Woman	ODS	1957-08-09	Ministryně_zdravotnictví_ČR_Daniela_Filipiová
Daniela Filipiová		Senátorka	Senátorka Daniela Filipiová	Woman	ODS	1957-08-09	Senátorka_Daniela_Filipiová
Daniela Kovářová		Ministryně spravedlnosti vlády ČR	Ministryně spravedlnosti vlády ČR Daniela Kovářová	Woman	ODS	1964-11-17	Ministryně_spravedlnosti_vlády_ČR_Daniela_Kovářová
Daniela Kovářová		ministryně spravedlnosti	ministryně spravedlnosti daniela kovářová	Woman	ODS	1964-11-17	http://www.vlada.cz/cz/clenove-vlady/daniela-kovarova-57182/
Daniela Kovářová		ministryně spravedlnosti vlády čr daniela kovářová	ministryně spravedlnosti vlády čr daniela kovářová	Woman	ODS	1964-11-17	http://www.vlada.cz/cz/clenove-vlady/daniela-kovarova-57182/
Daniela Pilipiová		ministryně zdravotnictví	ministryně zdravotnictví daniela filipiová	Woman	ODS	1957-08-07	http://www.vlada.cz/cz/clenove-vlady/daniela-filipiova-52617/
Daniela Pilipiová		ministryně zdravotnictví čr	ministryně zdravotnictví čr daniela filipiová	Woman	ODS	1957-08-07	http://www.vlada.cz/cz/clenove-vlady/daniela-filipiova-52617/
David Kafka	Ing.	poslanec	poslanec david kafka	Man	ODS	1948-06-11	/sqw/detail.sqw?id=5468
David Rath	MUDr.	ministr zdravotnictví čr	ministr zdravotnictví čr david rath	Man	ČSSD	1965-12-25	/sqw/detail.sqw?id=5406
David Rath	MUDr.	poslanec	poslanec david rath	Man	ČSSD	1965-12-25	/sqw/detail.sqw?id=5406
David Šeich	Mgr.	poslanec	poslanec david šeich	Man	ODS	1976-12-09	/sqw/detail.sqw?id=5301
Džamila Stehlíková	MUDr.	ministryně vlády čr	ministryně vlády čr džamila stehlíková	Woman	SZ	1962-02-06	http://www.vlada.cz/scripts/detail.php?id=20581
Eduard Janota		ministr financí vlády čr	ministr financí vlády čr eduard janota	Man	ODS	1952-03-13	http://www.vlada.cz/cz/clenove-vlady/eduard-janota-57188/
Eva Dundáčková	JUDr.	poslankyně	poslankyně eva dundáčková	Woman	ODS	1964-06-11	/sqw/detail.sqw?id=360
Evžen Snítilý		poslanec	poslanec evžen snítilý	Man	ČSSD	1954-05-02	/sqw/detail.sqw?id=236
Evžen Tošenovský		Hejtman Moravskoslezského kraje	Hejtman Moravskoslezského kraje Evžen Tošenovský	Man	ODS	1956-01-01	Hejtman_Moravskoslezského_kraje_Evžen_Tošenovský
František Bublan	Mgr.	poslanec	poslanec františek bublan	Man	ČSSD	1951-01-13	/sqw/detail.sqw?id=5383
František Dohnal		Prezident Nejvyššího kontrolního úřadu	Prezident NKÚ František Dohnal	Man	NOPARTY	1960-01-01	Prezident_NKÚ_František_Dohnal
František Dohnal		Prezident Nejvyššího kontrolního úřadu	Prezident Nejvyššího kontrolního úřadu František Dohnal	Man	NOPARTY	1960-01-01	Prezident_Nejvyššího_kontrolního_úřadu_František_Dohnal
František Dědič	Ing.	poslanec	poslanec františek dědič	Man	ODS	1963-03-07	/sqw/detail.sqw?id=5453
František Laudát	Ing.	poslanec	poslanec františek laudát	Man	ODS	1960-03-13	/sqw/detail.sqw?id=5476
František Novosad		Poslanec	Poslanec František Novosad	Man	ČSSD	1948-05-22	Poslanec_František_Novosad
František Novosad	Ing.	poslanec	poslanec františek novosad	Man	ČSSD	1948-05-22	/sqw/detail.sqw?id=5485
František Sivera	Ing.	poslanec	poslanec františek sivera	Man	ODS	1967-01-29	/sqw/detail.sqw?id=5501
Gabriela Kalábková	Ing.	poslankyně	poslankyně gabriela kalábková	Woman	ČSSD	1976-04-24	/sqw/detail.sqw?id=5469
Gustáv Slamečka	Img. MBA	ministr dopravy vlády čr	ministr dopravy vlády čr gustáv slamečka	Man	ODS	1959-06-05	http://www.vlada.cz/cz/clenove-vlady/gustav-slamecka-57180/
Hana Orgoníková	Ing.	poslankyně	poslankyně hana orgoníková	Woman	ČSSD	1946-12-08	/sqw/detail.sqw?id=122
Hana Šedivá	JUDr.	poslankyně	poslankyně hana šedivá	Woman	ČSSD	1956-08-25	/sqw/detail.sqw?id=5320
Helena Mallotová	Mgr.	poslankyně	poslankyně helena mallotová	Woman	ODS	1944-01-26	/sqw/detail.sqw?id=5258
Ivan Langer	MUDr. Mgr.	ministr vnitra a ministr informatiky čr	ministr vnitra a ministr informatiky čr ivan langer	Man	ODS	1967-01-01	/sqw/detail.sqw?id=266
Ivan Langer	MUDr. Mgr.	ministr vnitra čr	ministr vnitra čr ivan langer	Man	ODS	1967-01-01	/sqw/detail.sqw?id=266
Ivan Langer	MUDr. Mgr.	poslanec	poslanec ivan langer	Man	ODS	1967-01-01	/sqw/detail.sqw?id=266
Ivan Ohlídal	prof. RNDr. DrSc.	poslanec	poslanec ivan ohlídal	Man	ČSSD	1945-04-25	/sqw/detail.sqw?id=5486
Ivana Levá	Mgr.	poslankyně	poslankyně ivana levá	Woman	KSČM	1950-06-16	/sqw/detail.sqw?id=5274
Ivo Bárek		Senátor	Senátor Ivo Bárek	Man	ČSSD	1962-03-26	Senátor_Ivo_Bárek
Ivo Kantor	Ing.	poslanec	poslanec ivo kantor	Man	ODS	1959-08-20	/sqw/detail.sqw?id=5883
Jakub Šebesta		ministr zemědělství vlády čr	ministr zemědělství vlády čr jakub šebesta	Man	ČSSD	1948-11-16	http://www.vlada.cz/cz/clenove-vlady/jakub-sebesta-57179/
Jan Babor	Ing.	poslanec	poslanec jan babor	Man	ČSSD	1948-11-04	/sqw/detail.sqw?id=5444
Jan Bauer	Ing.	poslanec	poslanec jan bauer	Man	ODS	1969-04-27	/sqw/detail.sqw?id=5379
Jan Bürgermeister	Ing.	poslanec	poslanec jan bürgermeister	Man	ODS	1947-12-09	/sqw/detail.sqw?id=5448
Jan Dusík	JUDr. M.Sc.	ministr životního prostředí vlády čr	ministr životního prostředí vlády čr jan dusík	Man	SZ	1975-04-25	http://www.vlada.cz/cz/clenove-vlady/judr--jan-dusik--m-sc--65102/
Jan Fischer		předseda vlády čr	předseda vlády čr jan fischer	Man	NOPARTY	1951-01-02	http://www.vlada.cz/cz/vlada/premier/zivotopis-57269/
Jan Grůza	Ing.	poslanec	poslanec jan grůza	Man	KDU-ČSL	1957-11-03	/sqw/detail.sqw?id=333
Jan Hajda	Ing.	senátor	senátor jan hajda	Man	ČSSD	1949-01-01	/sqw/detail.sqw?id=5756
Jan Hamáček		poslanec	poslanec jan hamáček	Man	ČSSD	1978-11-04	/sqw/detail.sqw?id=5462
Jan Husák		poslanec	poslanec jan husák	Man	KDU-ČSL	1958-09-13	/sqw/detail.sqw?id=5819
Jan Hálek	Prof. Ing. CSc.	senátor	senátor jan hálek	Man	ODS	1943-04-24	/sqw/detail.sqw?id=5738
Jan Kasal	Ing.	místopředseda psp	místopředseda psp jan kasal	Man	KDU-ČSL	1951-11-06	/sqw/detail.sqw?id=64
Jan Kasal	Ing.	poslanec	poslanec jan kasal	Man	KDU-ČSL	1951-11-06	/sqw/detail.sqw?id=64
Jan Klas	Ing.	poslanec	poslanec jan klas	Man	ODS	1958-04-03	/sqw/detail.sqw?id=67
Jan Kohout	PhDr.	místopředseda vlády a ministr zahraničních věcí čr	místopředseda vlády a ministr zahraničních věcí čr jan kohout	Man	ČSSD	1961-03-29	http://www.vlada.cz/cz/clenove-vlady/jan-kohout-57190/
Jan Látka		poslanec	poslanec jan látka	Man	ČSSD	1954-04-05	/sqw/detail.sqw?id=5475
Jan Morava		poslanec	poslanec jan morava	Man	ODS	1979-02-27	/sqw/detail.sqw?id=5484
Jan Schwippel	Ing. CSc.	poslanec	poslanec jan schwippel	Man	ODS	1966-12-08	/sqw/detail.sqw?id=5378
Jan Vidím	Mgr.	poslanec	poslanec jan vidím	Man	ODS	1964-06-25	/sqw/detail.sqw?id=280
Jan Zahradník		Hejtman Jihočeského kraje	Hejtman Jihočeského kraje Jan Zahradník	Man	ODS	1949-01-01	Hejtman_Jihočeského_kraje_Jan_Zahradník
Jan Špika	Ing.	poslanec	poslanec jan špika	Man	ODS	1950-05-14	/sqw/detail.sqw?id=5511
Jana Rybínová	PaedDr.	poslankyně	poslankyně jana rybínová	Woman	ODS	1960-03-24	/sqw/detail.sqw?id=5499
Jaromír Chalupa	Ing.	poslanec	poslanec jaromír chalupa	Man	ČSSD	1955-05-12	/sqw/detail.sqw?id=5465
Jaromír Volný		Senátor	Senátor Jaromír Volný	Man	ODS	1946-01-01	Senátor_Jaromír_Volný
Jaroslav Fiala	Ing. CSc.	poslanec	poslanec jaroslav fiala	Man	ČSSD	1956-02-29	/sqw/detail.sqw?id=5458
Jaroslav Klein		poslanec	poslanec jaroslav klein	Man	ODS	1954-03-25	/sqw/detail.sqw?id=5470
Jaroslav Krupka	Ing.	poslanec	poslanec jaroslav krupka	Man	ODS	1957-09-08	/sqw/detail.sqw?id=5473
Jaroslav Krákora	MUDr.	poslanec	poslanec jaroslav krákora	Man	ČSSD	1955-10-25	/sqw/detail.sqw?id=5279
Jaroslav Kubera		senátor	senátor jaroslav kubera	Man	ODS	1947-02-16	/sqw/detail.sqw?id=5686
Jaroslav Palas		Hejtman Moravskoslezského kraje	Hejtman Jaroslav Palas	Man	ČSSD	1952-01-01	Hejtman_Jaroslav_Palas
Jaroslav Palas		Hejtman Moravskoslezského kraje	Hejtman Moravskoslezského kraje Jaroslav Palas	Man	ČSSD	1952-01-01	Hejtman_Moravskoslezského_kraje_Jaroslav_Palas
Jaroslav Plachý	Ing.	poslanec	poslanec jaroslav plachý	Man	ODS	1952-03-04	/sqw/detail.sqw?id=273
Jeroným Tejc	JUDr.	poslanec	poslanec jeroným tejc	Man	ČSSD	1977-08-23	/sqw/detail.sqw?id=5513
Jindřich Valouch		poslanec	poslanec jindřich valouch	Man	ČSSD	1947-10-31	/sqw/detail.sqw?id=5517
Jiřina Fialová		poslankyně	poslankyně jiřina fialová	Woman	KSČM	1950-03-29	/sqw/detail.sqw?id=5267
Jiří Bis	Ing.	senátor	senátor jiří bis	Man	ČSSD	1941-04-26	/sqw/detail.sqw?id=5782
Jiří Carbol	Ing.	poslanec	poslanec jiří carbol	Man	KDU-ČSL	1959-02-04	/sqw/detail.sqw?id=5449
Jiří Dolejš	Ing.	poslanec	poslanec jiří dolejš	Man	KSČM	1961-01-24	/sqw/detail.sqw?id=5261
Jiří Hanuš	Ing.	poslanec	poslanec jiří hanuš	Man	KDU-ČSL	1948-04-18	/sqw/detail.sqw?id=5291
Jiří Janeček		poslanec	poslanec jiří janeček	Man	ODS	1973-12-29	/sqw/detail.sqw?id=5767
Jiří Krátký	Ing.	poslanec	poslanec jiří krátký	Man	ČSSD	1945-02-14	/sqw/detail.sqw?id=5472
Jiří Liška		Místopředseda Senátu	Místopředseda Senátu Jiří Liška	Man	ODS	1949-05-12	Místopředseda_Senátu_Jiří_Liška
Jiří Liška		Senátor	Senátor Jiří Liška	Man	ODS	1949-05-12	Senátor_Jiří_Liška
Jiří Liška	MVDr.	senátor jiří liška	senátor jiří liška	Man	ODS	1949-05-12	/sqw/detail.sqw?id=5618
Jiří Nedoma		senátor	senátor jiří nedoma	Man	ODS	1951-02-06	/sqw/detail.sqw?id=5731
Jiří Oberfalzer		senátor	senátor jiří oberfalzer	Man	ODS	1954-01-17	/sqw/detail.sqw?id=5727
Jiří Papež	Ing.	poslanec	poslanec jiří papež	Man	ODS	1965-10-20	/sqw/detail.sqw?id=269
Jiří Paroubek	Ing.	poslanec	poslanec jiří paroubek	Man	ČSSD	1952-08-21	/sqw/detail.sqw?id=5384
Jiří Paroubek	Ing.	předseda	předseda vlády čr jiří paroubek	Man	ČSSD	1952-08-21	/sqw/detail.sqw?id=5384
Jiří Petrů	Ing.	poslanec	poslanec jiří petrů	Man	ČSSD	1956-08-17	/sqw/detail.sqw?id=5487
Jiří Polanský	JUDr.	poslanec	poslanec jiří polanský	Man	ODS	1950-07-26	/sqw/detail.sqw?id=5492
Jiří Pospíšil	JUDr.	ministr spravedlnosti	ministr spravedlnosti jiří pospíšil	Man	ODS	1975-11-24	/sqw/detail.sqw?id=5273
Jiří Pospíšil	JUDr.	ministr spravedlnosti a předseda legislativní rady vlády čr	ministr spravedlnosti a předseda legislativní rady vlády čr jiří pospíšil	Man	ODS	1975-11-24	/sqw/detail.sqw?id=5273
Jiří Pospíšil	JUDr.	ministr spravedlnosti čr	ministr spravedlnosti čr jiří pospíšil	Man	ODS	1975-11-24	/sqw/detail.sqw?id=5273
Jiří Pospíšil	JUDr.	poslanec	poslanec jiří pospíšil	Man	ODS	1975-11-24	/sqw/detail.sqw?id=5273
Jiří Pospíšil	JUDr.	senátor	senátor jiří pospíšil	Man	ODS	1975-11-24	/sqw/detail.sqw?id=5273
Jiří Stříteský	Ing.	senátor	senátor jiří stříteský	Man	ODS	1943-11-03	/sqw/detail.sqw?id=5734
Jiří Čepelka		poslanec	poslanec jiří čepelka	Man	ODS	1953-06-06	/sqw/detail.sqw?id=5450
Jiří Čunek		místopředseda vlády a ministr pro místní rozvoj čr	místopředseda vlády a ministr pro místní rozvoj čr jiří čunek	Man	KDU-ČSL	1959-02-22	http://www.vlada.cz/scripts/detail.php?id=20563
Jiří Šedivý	M.A. Ph.D.	ministr	ministr obrany čr jiří šedivý	Man	ODS	1963-08-20	http://www.vlada.cz/scripts/detail.php?id=18696
Josef Ježek		poslanec	poslanec josef ježek	Man	ODS	1949-12-09	/sqw/detail.sqw?id=375
Josef Pavel		Hejtman Karlovarského kraje	Hejtman Karlovarského kraje Josef Pavel	Man	ODS	1952-01-01	Hejtman_Karlovarského_kraje_Josef_Pavel
Josef Smýkal		poslanec	poslanec josef smýkal	Man	ČSSD	1954-11-07	/sqw/detail.sqw?id=5311
Josef Vaculík		Senátor	Senátor Josef Vaculík	Man	KDU-ČSL	1957-01-01	Senátor_Josef_Vaculík
Josef Vondruška	JUDr.	poslanec	poslanec josef vondruška	Man	KSČM	1948-02-12	/sqw/detail.sqw?id=4527
Josef Čerňanský	Ing.	poslanec	poslanec josef čerňanský	Man	ČSSD	1943-12-23	/sqw/detail.sqw?id=5451
Josef Řihák	MVDr.	poslanec	poslanec josef řihák	Man	ČSSD	1959-04-25	/sqw/detail.sqw?id=5265
Josef Šenfeld	Ing.	poslanec	poslanec josef šenfeld	Man	KSČM	1961-11-13	/sqw/detail.sqw?id=5282
Jozef Kochan	MUDr.	poslanec	poslanec jozef kochan	Man	ODS	1946-03-17	/sqw/detail.sqw?id=5375
Juraj Raninec	Mgr.	poslanec	poslanec juraj raninec	Man	ODS	1968-02-16	/sqw/detail.sqw?id=5496
Karel Korytář	Ing.	poslanec	poslanec karel korytář	Man	ČSSD	1949-10-09	/sqw/detail.sqw?id=5471
Karel Korytář	Ing.	senátor	senátor karel korytář	Man	ČSSD	1949-10-09	/sqw/detail.sqw?id=5647
Karel Kratochvíle	Ing.	poslanec	poslanec karel kratochvíle	Man	ČSSD	1958-04-27	/sqw/detail.sqw?id=5385
Karel Schwarzenberg		ministr zahraničních věcí čr	ministr zahraničních věcí čr karel schwarzenberg	Man	SZ	1937-12-10	http://www.vlada.cz/cz/vlada/karel-schwarzenberg-50174/
Karel Schwarzenberg		ministr zahraničních věcí čr	ministr zahraničních věcí čr karel schwarzenberg	Man	SZ	1937-12-10	http://www.vlada.cz/scripts/detail.php?id=20571
Karel Sehoř	Ing.	poslanec	poslanec karel sehoř	Man	ODS	1951-01-01	/sqw/detail.sqw?id=277
Karel Černovský		Náměstek nejvyšší státní zástupkyně	Náměstek nejvyšší státní zástupkyně Karel Černovský	Man	ODS	1951-01-01	Náměstek_nejvyšší_státní_zástupkyně_Karel_Černovský
Karel Černý		poslanec	poslanec karel černý	Man	ČSSD	1965-01-12	/sqw/detail.sqw?id=354
Karel Šebek		senátor	senátor karel šebek	Man	ODS	1951-10-11	/sqw/detail.sqw?id=5752
Karel Šidlo	Ing.	poslanec	poslanec karel šidlo	Man	KSČM	1957-11-01	/sqw/detail.sqw?id=5506
Karel Šplíchal	PhDr.	poslanec	poslanec karel šplíchal	Man	ČSSD	1946-11-14	/sqw/detail.sqw?id=419
Kateřina Jacques	PhDr.	poslankyně	poslankyně kateřina jacques	Woman	SZ	1971-06-02	/sqw/detail.sqw?id=5466
Kateřina Konečná	Ing.	poslankyně	poslankynně kateřina konečná	Woman	KSČM	1981-01-20	/sqw/detail.sqw?id=5321
Kateřina Konečná	Ing.	poslankyně	poslankyně kateřina konečná	Woman	KSČM	1981-01-20	/sqw/detail.sqw?id=5321
Klára Veselá-Slámová	JUDr.	poslankyně	poslankyně klára slámová	Woman	ODS	1977-08-27	/sqw/detail.sqw?id=5888
Klára Veselá-Samková		Paní	Paní Klára Veselá-Samková	Woman	ODS	1977-08-27	Paní_Klára_Veselá-Samková
Kosta Dimitrov	Ing.	poslanec	poslanec kosta dimitrov	Man	ČSSD	1949-03-29	/sqw/detail.sqw?id=5454
Ladislav Libý	Ing.	poslanec	poslanec ladislav libý	Man	ODS	1953-10-17	/sqw/detail.sqw?id=5479
Ladislav Miko	RNDr. Ph.D.	ministr životního prostředí vlády čr	ministr životního prostředí vlády čr ladislav miko	Man	SZ	1961-04-09	http://www.vlada.cz/cz/clenove-vlady/ladislav-miko-57175/
Ladislav Mlčák		poslanec	poslanec ladislav mlčák	Man	KSČM	1947-01-05	/sqw/detail.sqw?id=5308
Ladislav Skopal	Ing.	poslanec	poslanec ladislav skopal	Man	ČSSD	1958-09-25	/sqw/detail.sqw?id=235
Ladislav Svoboda		Senátor	Senátor Ladislav Svoboda	Man	ČSSD	1938-01-01	Senátor_Ladislav_Svoboda
Ladislav Velebný		poslanec	poslanec ladislav velebný	Man	ČSSD	1957-04-11	/sqw/detail.sqw?id=5866
Ladislav Vomáčko		poslanec	poslanec ladislav vomáčko	Man	ČSSD	1944-04-12	/sqw/detail.sqw?id=5388
Ladislav Šincl	Ing.	poslanec	poslanec ladislav šincl	Man	ČSSD	1965-09-20	/sqw/detail.sqw?id=5507
Ladislav Šustr		poslanec	poslanec ladislav šustr	Man	KDU-ČSL	1944-05-13	/sqw/detail.sqw?id=420
Ladislava Zelenková	Mgr.	poslankyně	poslankyně ladislava zelenková	Woman	ČSSD	1949-04-07	/sqw/detail.sqw?id=5522
Lenka Mazuchová	PhDr.	poslankyně	poslankyně lenka mazuchová	Woman	ČSSD	1958-06-07	/sqw/detail.sqw?id=5414
Libor Ambrozek	RNDr.	poslanec	poslanec libor ambrozek	Man	KDU-ČSL	1966-08-02	/sqw/detail.sqw?id=295
Libor Ježek	Ing.	poslanec	poslanec libor ježek	Man	ODS	1961-08-13	/sqw/detail.sqw?id=374
Libor Nowak	Ing.	poslanec	poslanec libor nowak	Man	ODS	1957-12-15	/sqw/detail.sqw?id=5867
Lubomír Suk		poslanec	poslanec lubomír suk	Man	ODS	1960-09-06	/sqw/detail.sqw?id=5278
Lubomír Zaorálek	PhDr	místopředseda psp	místopředseda psp lubomír zaorálek	Man	ČSSD	1956-09-06	/sqw/detail.sqw?id=252&o=5
Lubomír Zaorálek	PhDr.	poslanec	poslanec lubomír zaorálek	Man	ČSSD	1956-09-06	/sqw/detail.sqw?id=252
Lubomír Zaorálek	PhDr.	předsedající	předsedající lubomír zaorálek	Man	ČSSD	1956-09-06	/sqw/detail.sqw?id=252
Lucie Talmanová	Ing.	místopředsedkyně psp	místopředsedkyně psp lucie talmanová	Woman	ODS	1967-08-27	/sqw/detail.sqw?id=421
Ludmila Navrátilová		poslankyně	poslankyně ludmila navrátilová	Woman	ČSSD	1965-09-25	/sqw/detail.sqw?id=5774
Ludvík Hovorka	Ing.	poslanec	poslanec ludvík hovorka	Man	KDU-ČSL	1963-06-13	/sqw/detail.sqw?id=5314
Luděk Sefzig		Senátor	Senátor Luděk Sefzig	Man	ODS	1957-01-01	Senátor_Luděk_Sefzig
Marcela Mertinová	Ing. Mgr.	poslankyně	poslankyně marcela mertinová	Woman	ČSSD	1961-05-20	/sqw/detail.sqw?id=5482
Marek Benda		poslanec	poslanec marek benda	Man	ODS	1968-11-10	/sqw/detail.sqw?id=4
Marek Šnajdr		Náměstek ministryně zdravotnictví	Náměstek ministryně zdravotnictví Marek Šnajdr	Man	ODS	1975-01-01	Náměstek_ministryně_zdravotnictví_Marek_Šnajdr
Marta Bayerová	RNDr.	poslankyně	poslankyně marta bayerová	Woman	KSČM	1956-05-31	/sqw/detail.sqw?id=5302
Marta Bayerová	RNDr.	senátorka	senátorka marta bayerová	Woman	KSČM	1956-05-31	/sqw/detail.sqw?id=5302
Martin Barták		místopředseda vlády a ministr obrany čr	místopředseda vlády a ministr obrany čr martin barták	Man	KDU-ČSL	1967-02-14	http://www.vlada.cz/cz/clenove-vlady/martin-bartak-57189/
Martin Bursík	RNDr.	místopředseda vlády a ministr životního prostředí čr	místopředseda vlády a ministr životního prostředí čr martin bursík	Man	SZ	1959-08-12	/sqw/detail.sqw?id=441
Martin Bursík	RNDr.	poslanec	poslanec martin bursík	Man	SZ	1959-08-12	/sqw/detail.sqw?id=441
Martin Mejstřík		Senátor	Senátor Martin Mejstřík	Man	NOPARTY	1962-01-01	Senátor_Martin_Mejstřík
Martin Pecina		ministr vnitra vlády čr	ministr vnitra vlády čr martin pecina	Man	ČSSD	1968-07-09	http://www.vlada.cz/cz/clenove-vlady/martin-pecina-57185/
Martin Tesařík	Ing.	poslanec	poslanec martin tesařík	Man	ČSSD	1954-07-03	/sqw/detail.sqw?id=5514
Martin Říman	Ing.	ministr průmyslu a obchodu čr	ministr průmyslu a obchodu čr martin říman	Man	ODS	1961-05-11	/sqw/detail.sqw?id=437
Martin Říman	Ing.	poslanec	poslanec martin říman	Man	ODS	1961-05-11	/sqw/detail.sqw?id=437
Michael Hrbata	Ing.	poslanec	poslanec michael hrbata	Man	ODS	1971-05-09	/sqw/detail.sqw?id=5464
Michael Kocáb		ministr vlády čr pro lidská práva a menšiny	ministr vlády čr pro lidská práva a menšiny michael kocáb	Man	SZ	1954-07-28	http://www.vlada.cz/cz/clenove-vlady/michael-kocab-52614/
Michaela Šojdrová	Ing.	poslankyně	poslankyně michaela šojdrová	Woman	KDU-ČSL	1963-10-28	/sqw/detail.sqw?id=301
Michal Doktor		poslanec	poslanec michal doktor	Man	ODS	1967-10-02	/sqw/detail.sqw?id=356
Michal Hašek	JUDr.	poslanec	poslanec michal hašek	Man	ČSSD	1976-04-17	/sqw/detail.sqw?id=5297
Michal Pohanka	MUDr. Ph.D.	poslanec	poslanec michal pohanka	Man	ČSSD	1969-04-13	/sqw/detail.sqw?id=5491
Milada Halíková	PaedDr.	poslankyně	poslankyně milada halíková	Woman	KSČM	1950-01-06	/sqw/detail.sqw?id=5461
Milan Bičík	Mgr.	poslanec	poslanec milan bičík	Man	KSČM	1949-12-17	/sqw/detail.sqw?id=5295
Milan Bureš		Senátor	Senátor Milan Bureš	Man	ODS	1954-01-01	Senátor_Milan_Bureš
Milan Urban	Ing.	poslanec	poslanec milan urban	Man	ČSSD	1958-10-15	/sqw/detail.sqw?id=422
