name	titles	function	steno_name	sex	party	birthdate	web_page
Bohuslav Sobotka	Mgr.	Poslanec	Poslanec Bohuslav Sobotka	Man	ČSSD	19711023	/sqw/detail.sqw?id=237
Bohuslav Svoboda		primátor hl. m. prahy	primátor hl. m. prahy bohuslav svoboda	Man	ČSSD	19440208	/sqw/detail.sqw?id=2371
Boris Šťastný	MUDr.	Poslanec	Poslanec Boris Šťastný	Man	ODS	19700412	/sqw/detail.sqw?id=5512
Bořivoj Šarapatka	prof. Dr. CSc.	Poslanec	Poslanec Bořivoj Šarapatka	Man	TOP09	19590701	/sqw/detail.sqw?id=5972
Božena Sekaninová		Senátorka	Senátorka Božena Sekaninová	Woman	ČSSD	19571004	/sqw/detail.sqw?id=5758
Břetislav Petr	Ing.	Poslanec	Poslanec Břetislav Petr	Man	ČSSD	19370107	/sqw/detail.sqw?id=410
Cyril Zapletal		Poslanec	Poslanec Cyril Zapletal	Man	ČSSD	19490907	/sqw/detail.sqw?id=5415
Dagmar Navrátilová	Mgr.	Poslankyně	Poslankyně Dagmar Navrátilová	Woman	VV	19660718	/sqw/detail.sqw?id=5946
Dagmar Terelmešová 		senátorka	senátorka dagmar terelmešová	Woman	ČSSD	19690101	/sqw/detail.sqw?id=54335
Dagmar Zvěřinová 		senátorka	senátorka dagmar zvěřinová	Woman	ČSSD	19531022	/sqw/detail.sqw?id=54336
Dana Filipi		Poslankyně	Poslankyně Dana Filipi	Woman	ODS	19700202	/sqw/detail.sqw?id=5460
Dana Váhalová	Mgr.	Poslankyně	Poslankyně Dana Váhalová	Woman	ČSSD	19660528	/sqw/detail.sqw?id=5979
Daniel Korte	PhDr.	Poslanec	Poslanec Daniel Korte	Man	TOP09	19530223	/sqw/detail.sqw?id=5939
David Kádner		Poslanec	Poslanec David Kádner	Man	VV	19761012	/sqw/detail.sqw?id=5933
David Rath	MUDr.	Poslanec	Poslanec David Rath	Man	ČSSD	19651225	/sqw/detail.sqw?id=5406
David Vodrážka	Ing.	Poslanec	Poslanec David Vodrážka	Man	ODS	19710323	/sqw/detail.sqw?id=5982
David Šeich	Mgr.	Poslanec	Poslanec David Šeich	Man	ODS	19761209	/sqw/detail.sqw?id=5301
Drahoslav Oulehla		Pan	pan drahoslav oulehla	Man	NOPARTY	1970101	/sqw/detail.sqw?id=53011
Eva Dundáčková	JUDr.	Paní	Paní Eva Dundáčková	Woman	NOPARTY	19640611	/sqw/detail.sqw?id=360
František Bublan	Mgr.	Poslanec	Poslanec František Bublan	Man	ČSSD	19510113	/sqw/detail.sqw?id=5383
František Bányai 		Pan	pan františek bányai	Man	NOPARTY	19700101	/sqw/detail.sqw?id=53831
František Dědič	Ing.	Poslanec	Poslanec František Dědič	Man	ODS	19620307	/sqw/detail.sqw?id=5453
František Koníček 		ministr práce a sociálních věcí čr	ministr práce a sociálních věcí čr františek koníček	Man	ČSSD	19530517	/sqw/detail.sqw?id=54769
František Laudát	Ing.	Poslanec	Poslanec František Laudát	Man	TOP09	19600313	/sqw/detail.sqw?id=5476
František Novosad	Ing.	Poslanec	Poslanec František Novosad	Man	ČSSD	19450822	/sqw/detail.sqw?id=5485
František Sivera	Ing.	Poslanec	Poslanec František Sivera	Man	ODS	19670129	/sqw/detail.sqw?id=5501
Gabriela Hubáčková		Poslankyně	Poslankyně Gabriela Hubáčková	Woman	KSČM	19750120	/sqw/detail.sqw?id=5920
Gabriela Pecková	MUDr.	Poslankyně	Poslankyně Gabriela Pecková	Woman	TOP09	19570119	/sqw/detail.sqw?id=5955
Hana Orgoníková	Ing.	Poslankyně	Poslankyně Hana Orgoníková	Woman	ČSSD	19481208	/sqw/detail.sqw?id=122
Helena Langšádlová	Mgr.	Poslankyně	Poslankyně Helena Langšádlová	Woman	TOP09	19631014	/sqw/detail.sqw?id=5943
Igor Jakubčík	Mgr.	Poslanec	Poslanec Igor Jakubčík	Man	ČSSD	19670512	/sqw/detail.sqw?id=1229
Igor Svoják	Ph.D. MBA	Poslanec	Poslanec Igor Svoják	Man	ODS	19660701	/sqw/detail.sqw?id=5971
Iva Brožová		Paní	Paní Iva Brožová	Woman	NOPARTY	19510307	/sqw/detail.sqw?id=5996
Ivan Fuksa	Ing.	Ministr zemědělství ČR	Ministr zemědělství ČR Ivan Fuksa	Man	ODS	19630715	/sqw/detail.sqw?id=5913
Ivan Fuksa	Ing.	Poslanec	Poslanec Ivan Fuksa	Man	ODS	19630715	/sqw/detail.sqw?id=5913
Ivan Ohlídal	prof. RNDr. DrSc.	Poslanec	Poslanec Ivan Ohlídal	Man	ČSSD	19450425	/sqw/detail.sqw?id=5486
Ivana Levá	Mgr.	Poslankyně	Poslankyně Ivana Levá	Woman	KSČM	19500616	/sqw/detail.sqw?id=5274
Ivana Weberová	JUDr.	Poslankyně	Poslankyně Ivana Weberová	Woman	ODS	19761001	/sqw/detail.sqw?id=5984
Ivana Řápková	Mgr. Ing.	Poslankyně	Poslankyně Ivana Řápková	Woman	ODS	19660930	/sqw/detail.sqw?id=5961
Ivo Bárek	Ing.	Senátor	Senátor Ivo Bárek	Man	ČSSD	19620326	/sqw/detail.sqw?id=5701
Jan Babor	Ing.	Poslanec	Poslanec Jan Babor	Man	ČSSD	19481104	/sqw/detail.sqw?id=5444
Jan Bauer	Ing.	Poslanec	Poslanec Jan Bauer	Man	ODS	19690427	/sqw/detail.sqw?id=5379
Jan Bureš	Ing.	Poslanec	Poslanec Jan Bureš	Man	ODS	19740331	/sqw/detail.sqw?id=5899
Jan Chvojka	JUDr.	Poslanec	Poslanec Jan Chvojka	Man	ČSSD	19801217	/sqw/detail.sqw?id=5926
Jan Farský	Mgr.	Poslanec	Poslanec Jan Farský	Man	TOP09	19790711	/sqw/detail.sqw?id=5909
Jan Fischer		místopředseda vlády a ministr financí čr	místopředseda vlády a ministr financí čr jan fischer	Man	NOPARTY	19510102	http://www.vlada.cz/cz/vlada/premier/zivotopis-57269/
Jan Florián		Poslanec	Poslanec Jan Florián	Man	ODS	19750107	/sqw/detail.sqw?id=5910
Jan Hajda	Ing.	Senátor	Senátor Jan Hajda	Man	ČSSD	19521022	/sqw/detail.sqw?id=5756
Jan Hamáček		Místopředseda PSP	Místopředseda PSP Jan Hamáček	Man	ČSSD	19781104	/sqw/detail.sqw?id=5462
Jan Hamáček		Poslanec	Poslanec Jan Hamáček	Man	ČSSD	19781104	/sqw/detail.sqw?id=5462
Jan Husák		Poslanec	Poslanec Jan Husák	Man	TOP09	19580813	/sqw/detail.sqw?id=5819
Jan Klán	Mgr.	Poslanec	Poslanec Jan Klán	Man	KSČM	19821129	/sqw/detail.sqw?id=5934
Jan Kubata	Mgr.	Poslanec	Poslanec Jan Kubata	Man	ODS	19670502	/sqw/detail.sqw?id=6008
Jan Kubice		Ministr vnitra ČR	Ministr vnitra ČR Jan Kubice	Man	NOPARTY	19531003	http://www.vlada.cz/cz/clenove-vlady/jan-kubice-83402/
Jan Látka		Poslanec	Poslanec Jan Látka	Man	ČSSD	19540405	/sqw/detail.sqw?id=5475
Jan Pajer	Bc.	Poslanec	Poslanec Jan Pajer	Man	ODS	19800526	/sqw/detail.sqw?id=5953
Jan Smutný	Mgr.	Poslanec	Poslanec Jan Smutný	Man	TOP09	19600404	/sqw/detail.sqw?id=5967
Jan Vidím	Mgr.	Poslanec	Poslanec Jan Vidím	Man	ODS	19640625	/sqw/detail.sqw?id=280
Jan Zahradník 		pan	pan jan zahradník	Man	NOPARTY	19700101	/sqw/detail.sqw?id=60101
Jan Čechlovský	Mgr.	Poslanec	Poslanec Jan Čechlovský	Man	ODS	19741004	/sqw/detail.sqw?id=5902
Jan Žaloudík	CSc. prof.	Senátor	Senátor Jan Žaloudík	Man	ČSSD	19540807	/sqw/detail.sqw?id=6010
Jana Drastichová	Mgr.	Poslankyně	Poslankyně Jana Drastichová	Woman	VV	19761213	/sqw/detail.sqw?id=5906
Jana Fischerová	CSc.	Poslankyně	Poslankyně Jana Fischerová	Woman	ODS	19550820	/sqw/detail.sqw?id=5990
Jana Kaslová	JUDr.	Poslankyně	Poslankyně Jana Kaslová	Woman	TOP09	19810826	/sqw/detail.sqw?id=5958
Jana Suchá	Mgr.	Poslankyně	Poslankyně Jana Suchá	Woman	VV	19750922	/sqw/detail.sqw?id=5970
Jana Vaňhová 		hejtmanka ústeckého kraje	hejtmanka ústeckého kraje jana vaňhová	Woman	ČSSD	19550101	/sqw/detail.sqw?id=59039
Jana Černochová	Mgr.	Poslankyně	Poslankyně Jana Černochová	Woman	ODS	19731026	/sqw/detail.sqw?id=5903
Jaromír Drábek	Dr. Ing.	Ministr práce a sociálních věcí ČR	Ministr práce a sociálních věcí ČR Jaromír Drábek	Man	TOP09	19630305	/sqw/detail.sqw?id=5905
Jaromír Drábek	Dr. Ing.	Poslanec	Poslanec Jaromír Drábek	Man	TOP09	19630305	/sqw/detail.sqw?id=5905
Jaroslav Doubrava		Senátor	Senátor Jaroslav Doubrava	Man	S.cz	19480404	/sqw/detail.sqw?id=5668
Jaroslav Eček		Poslanec	Poslanec Jaroslav Eček	Man	TOP09	19700426	/sqw/detail.sqw?id=5908
Jaroslav Foldyna		Poslanec	Poslanec Jaroslav Foldyna	Man	ČSSD	19600626	/sqw/detail.sqw?id=5911
Jaroslav Krupka	Ing.	Poslanec	Poslanec Jaroslav Krupka	Man	ODS	19570908	/sqw/detail.sqw?id=5473
Jaroslav Krákora	MUDr.	Poslanec	Poslanec Jaroslav Krákora	Man	ČSSD	19551025	/sqw/detail.sqw?id=5279
Jaroslav Lobkowicz	Ing.	Poslanec	Poslanec Jaroslav Lobkowicz	Man	TOP09	19420816	/sqw/detail.sqw?id=392
Jaroslav Martinů		Poslanec	Poslanec Jaroslav Martinů	Man	ODS	19590418	/sqw/detail.sqw?id=5945
Jaroslav Plachý	Ing.	Poslanec	Poslanec Jaroslav Plachý	Man	ODS	19520304	/sqw/detail.sqw?id=273
Jaroslav Vandas	Ing.	Poslanec	Poslanec Jaroslav Vandas	Man	ČSSD	19510317	/sqw/detail.sqw?id=5981
Jaroslav Škárka	Mgr.	Poslanec	Poslanec Jaroslav Škárka	Man	VV	19701124	/sqw/detail.sqw?id=5973
Jaroslava Schejbalová	Bc.	Poslankyně	Poslankyně Jaroslava Schejbalová	Woman	TOP09	19640224	/sqw/detail.sqw?id=5963
Jaroslava Wenigerová	PhDr.	Poslankyně	Poslankyně Jaroslava Wenigerová	Woman	ODS	19460613	/sqw/detail.sqw?id=5985
Jeroným Tejc	JUDr.	Poslanec	Poslanec Jeroným Tejc	Man	ČSSD	19770823	/sqw/detail.sqw?id=5513
Jitka Chalánková	MUDr.	Poslankyně	Poslankyně Jitka Chalánková	Woman	TOP09	19570323	/sqw/detail.sqw?id=5922
Jiřina Rippelová	JUDr.	Senátorka	Senátorka Jiřina Rippelová	Woman	ČSSD	19510204	/sqw/detail.sqw?id=5747
Jiří Balvín 	Mrg.	Ministr kultury ČR	Ministr kultury ČR Jiří Balvín	Man	NOPARTY	19530314	/sqw/detail.sqw?id=58966
Jiří Besser	MUDr.	Ministr kultury ČR	Ministr kultury ČR Jiří Besser	Man	TOP09	19570804	/sqw/detail.sqw?id=5896
Jiří Besser	MUDr.	Poslanec	Poslanec Jiří Besser	Man	TOP09	19570804	/sqw/detail.sqw?id=5896
Jiří Bis	Ing.	Senátor	Senátor Jiří Bis	Man	ČSSD	19410326	/sqw/detail.sqw?id=5782
Jiří Cienciała	Doc. Ing.	ministr průmyslu a obchodu čr	ministr průmyslu a obchodu čr Jiří Cienciala	Man	NOPARTY	19500310	/sqw/detail.sqw?id=5789
Jiří Cienciała	Doc. Ing.	ministr průmyslu a obchodu čr	ministr průmyslu a obchodu čr Jiří Cieńciała	Man	NOPARTY	19500310	/sqw/detail.sqw?id=5789
Jiří Dienstbier	Mgr.	Senátor	Senátor Jiří Dienstbier	Man	ČSSD	19690527	/sqw/detail.sqw?id=1016
Jiří Dolejš	Ing.	Poslanec	Poslanec Jiří Dolejš	Man	KSČM	19610124	/sqw/detail.sqw?id=5261
Jiří Koskuba	MUDr.	Poslanec	Poslanec Jiří Koskuba	Man	ČSSD	19551214	/sqw/detail.sqw?id=5433
Jiří Krátký	Ing.	Poslanec	Poslanec Jiří Krátký	Man	ČSSD	19450214	/sqw/detail.sqw?id=5472
Jiří Lajtoch 		senátor	senátor jiří lajtoch	Man	ČSSD	19530101	/sqw/detail.sqw?id=54332
Jiří Nedoma		Senátor	Senátor Jiří Nedoma	Man	ODS	19510206	/sqw/detail.sqw?id=5731
Jiří Oberfalzer		Senátor	Senátor Jiří Oberfalzer	Man	ODS	19540117	/sqw/detail.sqw?id=5727
Jiří Oliva	doc. Ph.D.	Místopředseda PSP	Místopředseda PSP Jiří Oliva	Man	TOP09	19520415	/sqw/detail.sqw?id=5951
Jiří Oliva	doc. Ph.D.	Poslanec	Poslanec Jiří Oliva	Man	TOP09	19520415	/sqw/detail.sqw?id=5951
Jiří Papež	Ing.	Poslanec	Poslanec Jiří Papež	Man	ODS	19651020	/sqw/detail.sqw?id=269
Jiří Paroubek	Ing.	Poslanec	Poslanec Jiří Paroubek	Man	ČSSD	19520822	/sqw/detail.sqw?id=5384
Jiří Petrů	Ing.	Poslanec	Poslanec Jiří Petrů	Man	ČSSD	19560817	/sqw/detail.sqw?id=5487
Jiří Pospíšil	JUDr.	Ministr spravedlnosti ČR	Ministr spravedlnosti ČR Jiří Pospíšil	Man	ODS	19751124	/sqw/detail.sqw?id=5273
Jiří Pospíšil	JUDr.	Místopředseda PSP	Místopředseda PSP Jiří Pospíšil	Man	ODS	19751124	/sqw/detail.sqw?id=5273
Jiří Pospíšil	JUDr.	Poslanec	Poslanec Jiří Pospíšil	Man	ODS	19751124	/sqw/detail.sqw?id=5273
Jiří Rusnok 		Poslanec	Poslanec jiří Rusnok	Man	ČSSD	19601016	/sqw/detail.sqw?id=58591
Jiří Rusnok 		předseda vlády čr	předseda vlády čr Jiří Rusnok	Man	ČSSD	19601016	/sqw/detail.sqw?id=58591
Jiří Skalický	Ph.D.	Poslanec	Poslanec Jiří Skalický	Man	TOP09	19560426	/sqw/detail.sqw?id=5964
Jiří Zemánek	Mgr.	Poslanec	Poslanec Jiří Zemánek	Man	ČSSD	19650103	/sqw/detail.sqw?id=5987
Jiří Čunek		Senátor	Senátor Jiří Čunek	Man	KDU-ČSL	19590222	/sqw/detail.sqw?id=5557
Jiří Šlégr		Poslanec	Poslanec Jiří Šlégr	Man	ČSSD	19710531	/sqw/detail.sqw?id=5974
Jiří Štětina	MUDr.	Poslanec	Poslanec Jiří Štětina	Man	VV	19410809	/sqw/detail.sqw?id=5975
Jiří Šulc	Ing.	Poslanec	Poslanec Jiří Šulc	Man	ODS	19580624	/sqw/detail.sqw?id=5859
Jiří Žák		Senátor	Senátor Jiří Žák	Man	ODS	19590117	/sqw/detail.sqw?id=5739
John Bok		Pan	Pan John Bok	Man	NOPARTY	19451024	/sqw/detail.sqw?id=5995
Josef Cogan	Mgr.	Poslanec	Poslanec Josef Cogan	Man	TOP09	19730823	/sqw/detail.sqw?id=5901
Josef Dobeš	Mgr.	Ministr školství mládeže a tělovýchovy ČR	Ministr školství mládeže a tělovýchovy ČR Josef Dobeš	Man	VV	19640228	/sqw/detail.sqw?id=5904
Josef Dobeš	Mgr.	Poslanec	Poslanec Josef Dobeš	Man	VV	19640228	/sqw/detail.sqw?id=5904
Josef Nekl	RSDr.	Poslanec	Poslanec Josef Nekl	Man	KSČM	19530528	/sqw/detail.sqw?id=5948
Josef Novotný ml.	PaedDr.	Poslanec	Poslanec Josef Novotný ml.	Man	ČSSD	19521214	/sqw/detail.sqw?id=5991
Josef Novotný st.	Ing.	Poslanec	Poslanec Josef Novotný st.	Man	VV	19520225	/sqw/detail.sqw?id=5992
Josef Smýkal		Poslanec	Poslanec Josef Smýkal	Man	ČSSD	19541107	/sqw/detail.sqw?id=5311
Josef Tancoš		Poslanec	Poslanec Josef Tancoš	Man	ČSSD	19661231	/sqw/detail.sqw?id=5977
Josef Řihák	MVDr.	Senátor	Senátor Josef Řihák	Man	ČSSD	19590325	/sqw/detail.sqw?id=5265
Josef Šenfeld	Ing.	Poslanec	Poslanec Josef Šenfeld	Man	KSČM	19611113	/sqw/detail.sqw?id=5282
Kamil Jankovský		Ministr pro místní rozvoj ČR	Ministr pro místní rozvoj ČR Kamil Jankovský	Man	VV	19580310	http://www.vlada.cz/cz/clenove-vlady/ing--kamil-jankovsky-74225/
Karel Korytář	Ing.	Senátor	Senátor Karel Korytář	Man	ČSSD	19491009	/sqw/detail.sqw?id=5647
Karel Schwarzenberg		Místopředseda vlády a ministr zahraničních věcí ČR	Místopředseda vlády a ministr zahraničních věcí ČR Karel Schwarzenberg	Man	TOP09	19371210	/sqw/detail.sqw?id=5558
Karel Schwarzenberg		Poslanec	Poslanec Karel Schwarzenberg	Man	TOP09	19371210	/sqw/detail.sqw?id=5558
Karel Černý		Poslanec	Poslanec Karel Černý	Man	ČSSD	19650112	/sqw/detail.sqw?id=354
Karel Šebek		Senátor	Senátor Karel Šebek	Man	ODS	19511011	/sqw/detail.sqw?id=5752
Karel Šidlo	Ing.	Poslanec	Poslanec Karel Šidlo	Man	KSČM	19571101	/sqw/detail.sqw?id=5506
Karolína Peake	Mgr.	Místopředsedkyně vlády ČR	Místopředsedkyně vlády ČR Karolína Peake	Woman	VV	19751010	/sqw/detail.sqw?id=5954
Karolína Peake	Mgr.	Poslankyně	Poslankyně Karolína Peake	Woman	VV	19751010	/sqw/detail.sqw?id=5954
Karolína Peake	Mgr.	místopředsedkyně vlády a ministryně obrany čr	místopředsedkyně vlády a ministryně obrany čr Karolína Peake	Woman	VV	19751010	/sqw/detail.sqw?id=5954
Kateřina Klasnová	ThDr.	Místopředsedkyně PSP	Místopředsedkyně PSP Kateřina Klasnová	Woman	VV	19711014	/sqw/detail.sqw?id=5935
Kateřina Klasnová	ThDr.	Poslankyně	Poslankyně Kateřina Klasnová	Woman	VV	19711014	/sqw/detail.sqw?id=5935
Kateřina Konečná	Ing.	Poslankyně	Poslankyně Kateřina Konečná	Woman	KSČM	19810120	/sqw/detail.sqw?id=5321
Kristýna Kočí	Mgr.	Poslankyně	Poslankyně Kristýna Kočí	Woman	VV	19850120	/sqw/detail.sqw?id=5936
Květa Matušovská	Ing.	Poslankyně	Poslankyně Květa Končická	Woman	KSČM	19840604	/sqw/detail.sqw?id=5938
Květa Matušovská	Ing.	Poslankyně	Poslankyně Květa Matušovská	Woman	KSČM	19840604	/sqw/detail.sqw?id=5938
Ladislav Jirků	PaedDr.	Poslanec	Poslanec Ladislav Jirků	Man	TOP09	19460604	/sqw/detail.sqw?id=5930
Ladislav Skopal	Ing.	Poslanec	Poslanec Ladislav Skopal	Man	ČSSD	19580925	/sqw/detail.sqw?id=235
Ladislav Velebný		Poslanec	Poslanec Ladislav Velebný	Man	ČSSD	19570411	/sqw/detail.sqw?id=5866
Ladislav Šincl	Ing.	Poslanec	Poslanec Ladislav Šincl	Man	ČSSD	19650920	/sqw/detail.sqw?id=5507
Lenka Andrýsová	Ing.	Poslankyně	Poslankyně Lenka Andrýsová	Woman	VV	19840628	/sqw/detail.sqw?id=5890
Lenka Kohoutová		Poslankyně	Poslankyně Lenka Kohoutová	Woman	ODS	19671207	/sqw/detail.sqw?id=5937
Leoš Heger	doc. CSc.	Ministr zdravotnictví ČR	Ministr zdravotnictví ČR Leoš Heger	Man	TOP09	19480211	/sqw/detail.sqw?id=5917
Leoš Heger	doc. CSc.	Poslanec	Poslanec Leoš Heger	Man	TOP09	19480211	/sqw/detail.sqw?id=5917
Lubomír Zaorálek	PhDr.	Místopředseda PSP	Místopředseda PSP Lubomír Zaorálek	Man	ČSSD	19560906	/sqw/detail.sqw?id=252
Lubomír Zaorálek	PhDr.	Poslanec	Poslanec Lubomír Zaorálek	Man	ČSSD	19560906	/sqw/detail.sqw?id=252
Ludmila Bubeníková	Ing.	Poslankyně	Poslankyně Ludmila Bubeníková	Woman	TOP09	19550224	/sqw/detail.sqw?id=5898
Luděk Jeništa	Mgr.	Poslanec	Poslanec Luděk Jeništa	Man	TOP09	19610808	/sqw/detail.sqw?id=5929
Marcel Chládek	MBA	Senátor	Senátor Marcel Chládek	Man	ČSSD	19680309	/sqw/detail.sqw?id=5781
Marek Benda		Poslanec	Poslanec Marek Benda	Man	ODS	19681110	/sqw/detail.sqw?id=4
Marek Šnajdr	Bc.	Poslanec	Poslanec Marek Šnajdr	Man	ODS	19750106	/sqw/detail.sqw?id=5437
Marie Benešová	Mgr.	ministryně spravedlnosti čr	ministryně spravedlnosti čr Marie Benešová	Woman	ČSSD	19480417	/sqw/detail.sqw?id=6136
Marie Nedvědová	JUDr.	Poslankyně	Poslankyně Marie Nedvědová	Woman	KSČM	19560531	/sqw/detail.sqw?id=5947
Marie Rusová	JUDr.	Poslankyně	Poslankyně Marie Rusová	Woman	KSČM	19501204	/sqw/detail.sqw?id=5296
Maroš Šefčovič		místopředseda evropské komise a komisař pro meziinstitucionální vztahy a administrativu	místopředseda evropské komise a komisař pro meziinstitucionální vztahy a administrativu maroš šefčovič	Man	NOPARTY	19660724	/sqw/detail.sqw?id=59159
Marta Bayerová	RNDr.	Senátorka	Senátorka Marta Bayerová	Woman	KSČM	19560531	/sqw/detail.sqw?id=5302
Marta Semelová	Mgr.	Poslankyně	Poslankyně Marta Semelová	Woman	KSČM	19600301	/sqw/detail.sqw?id=5962
Martin Gregora	MUDr.	Poslanec	Poslanec Martin Gregora	Man	TOP09	19650410	/sqw/detail.sqw?id=5915
Martin Kocourek		Ministr průmyslu a obchodu ČR	Ministr průmyslu a obchodu ČR Martin Kocourek	Man	ODS	19661223	http://www.vlada.cz/cz/clenove-vlady/ing--martin-kocourek-74217/
Martin Kuba		Ministr průmyslu a obchodu ČR	Ministr průmyslu a obchodu ČR Martin Kuba	Man	ODS	19730309	http://www.vlada.cz/cz/clenove-vlady/mudr--martin-kuba-89497/
Martin Pecina	MBA	Ministr Vnitra ČR	ministr vnitra čr martin pecina	Man	ČSSD	19680709	/sqw/detail.sqw?id=5552
Martin Pecina	MBA	Poslanec	Poslanec Martin Pecina	Man	ČSSD	19680709	/sqw/detail.sqw?id=5552
Martin Tesařík	Ing.	Senátor	Senátor Martin Tesařík	Man	ČSSD	19540703	/sqw/detail.sqw?id=5514
Martin Vacek	PhDr.	Poslanec	Poslanec Martin Vacek	Man	VV	19711202	/sqw/detail.sqw?id=5978
Michal Babák		Poslanec	Poslanec Michal Babák	Man	VV	19750627	/sqw/detail.sqw?id=5892
Michal Doktor		Poslanec	Poslanec Michal Doktor	Man	ODS	19671002	/sqw/detail.sqw?id=356
Michal Hašek	JUDr.	Poslanec	Poslanec Michal Hašek	Man	ČSSD	19760317	/sqw/detail.sqw?id=5297
Michal Janek	MUDr.	Poslanec	Poslanec Michal Janek	Man	TOP09	19481221	/sqw/detail.sqw?id=5928
Milada Emmerová	doc. CSc.	Poslankyně	Poslankyně Milada Emmerová	Woman	ČSSD	19441104	/sqw/detail.sqw?id=211
Milada Halíková	PaedDr.	Poslankyně	Poslankyně Milada Halíková	Woman	KSČM	19500106	/sqw/detail.sqw?id=5461
Milan Urban	Ing.	Poslanec	Poslanec Milan Urban	Man	ČSSD	19581012	/sqw/detail.sqw?id=422
Milan Šťovíček	Mgr.	Poslanec	Poslanec Milan Šťovíček	Man	VV	19580127	/sqw/detail.sqw?id=5976
Miloslava Vostrá	Ing.	Poslankyně	Poslankyně Miloslava Vostrá	Woman	KSČM	19650526	/sqw/detail.sqw?id=5268
Miloš Malý	Mgr.	Senátor	Senátor Miloš Malý	Man	ČSSD	19540919	/sqw/detail.sqw?id=6013
Miloš Vystrčil	RNDr.	Senátor	Senátor Miloš Vystrčil	Man	ODS	19600810	/sqw/detail.sqw?id=4775
Miroslav Bernášek	Ing.	Poslanec	Poslanec Miroslav Bernášek	Man	ODS	19620131	/sqw/detail.sqw?id=6098
Miroslav Grebeníček	doc. CSc.	Poslanec	Poslanec Miroslav Grebeníček	Man	KSČM	19470321	/sqw/detail.sqw?id=305
Miroslav Jeník	Ing.	Poslanec	Poslanec Miroslav Jeník	Man	ODS	19680313	/sqw/detail.sqw?id=5766
Miroslav Kalousek	Ing.	Ministr financí ČR	Ministr financí ČR Miroslav Kalousek	Man	TOP09	19601217	/sqw/detail.sqw?id=377
Miroslav Kalousek	Ing.	Poslanec	Poslanec Miroslav Kalousek	Man	TOP09	19601217	/sqw/detail.sqw?id=377
Miroslav Nenutil	Mgr.	Senátor	Senátor Miroslav Nenutil	Man	ČSSD	19571106	/sqw/detail.sqw?id=5780
Miroslav Novák 		náměstek hejtmana moravskoslezského kraje	náměstek hejtmana moravskoslezského kraje miroslav novák	Man	ČSSD	19710625	/sqw/detail.sqw?id=60989
Miroslav Opálka	RSDr.	Poslanec	Poslanec Miroslav Opálka	Man	KSČM	19521009	/sqw/detail.sqw?id=5322
Miroslav Petráň	arch.	Poslanec	Poslanec Miroslav Petráň	Man	VV	19610713	/sqw/detail.sqw?id=6003
Miroslav Singer	Phd.	guvernér čnb	guvernér čnb miroslav singer	Man	NOPARTY	19680514	/sqw/detail.sqw?id=52555
Miroslav Svoboda	Ing.	Poslanec	Poslanec Miroslav Svoboda	Man	ČSSD	19620330	/sqw/detail.sqw?id=5255
Miroslav Toman 		ministr zemědělství čr	ministr zemědělství čr miroslav toman	Man	ČSSD	19600101	/sqw/detail.sqw?id=52559
Miroslav Váňa	Ing.	Poslanec	Poslanec Miroslav Váňa	Man	ČSSD	19610408	/sqw/detail.sqw?id=5292
Miroslava Němcová		Místopředsedkyně PSP	Místopředsedkyně PSP Miroslava Němcová	Woman	ODS	19521117	/sqw/detail.sqw?id=401
