name	titles	function	steno_name	sex	party	birthdate	web_page
Miroslava Němcová		Místopředsedkyně PSP	Předsedkyně PSP Miroslava Němcová	Woman	ODS	19521117	/sqw/detail.sqw?id=401
Miroslava Němcová		Předsedkyně PSP	Předsedající Miroslava Němcová	Woman	ODS	19521117	/sqw/detail.sqw?id=401
Miroslava Strnadlová		Poslankyně	Poslankyně Miroslava Strnadlová	Woman	ČSSD	19541120	/sqw/detail.sqw?id=5999
Otto Chaloupka		Poslanec	Poslanec Otto Chaloupka	Man	VV	19600903	/sqw/detail.sqw?id=5923
Patricie Kotalíková	MUDr.	Poslankyně	Poslankyně Patricie Kotalíková	Woman	TOP09	19720727	/sqw/detail.sqw?id=5941
Pavel Antonín	MUDr.	Poslanec	Poslanec Pavel Antonín	Man	ČSSD	19620605	/sqw/detail.sqw?id=5891
Pavel Bém	MUDr.	Poslanec	Poslanec Pavel Bém	Man	ODS	19630718	/sqw/detail.sqw?id=5895
Pavel Dobeš		Ministr dopravy ČR	Ministr dopravy ČR Pavel Dobeš	Man	VV	19820119	http://www.vlada.cz/cz/clenove-vlady/mgr--pavel-dobes-85528/
Pavel Drobil	Mgr.	Ministr životního prostředí ČR	Ministr životního prostředí ČR Pavel Drobil	Man	ODS	19711018	/sqw/detail.sqw?id=5907
Pavel Drobil	Mgr.	Poslanec	Poslanec Pavel Drobil	Man	ODS	19711018	/sqw/detail.sqw?id=5907
Pavel Eybert	Mgr.	Senátor	Senátor Pavel Eybert	Man	ODS	19490920	/sqw/detail.sqw?id=5594
Pavel Hojda	Ing.	Poslanec	Poslanec Pavel Hojda	Man	KSČM	19521124	/sqw/detail.sqw?id=366
Pavel Holík	MUDr.	Poslanec	Poslanec Pavel Holík	Man	ČSSD	19570523	/sqw/detail.sqw?id=5918
Pavel Kováčik	Ing.	Poslanec	Poslanec Pavel Kováčik	Man	KSČM	19550702	/sqw/detail.sqw?id=309
Pavel Nnovák 		člen zastupitelstva libereckého kraje	člen zastupitelstva libereckého kraje pavel novák	Man	ČSSD	19700101	/sqw/detail.sqw?id=54339
Pavel Ploc		Poslanec	Poslanec Pavel Ploc	Man	ČSSD	19640615	/sqw/detail.sqw?id=5490
Pavel Staněk	JUDr.	Poslanec	Poslanec Pavel Staněk	Man	ODS	19670120	/sqw/detail.sqw?id=5968
Pavel Suchánek	Ing.	Poslanec	Poslanec Pavel Suchánek	Man	ODS	19520101	/sqw/detail.sqw?id=415
Pavel Svoboda		Poslanec	Poslanec Pavel Svoboda	Man	ODS	19620309	/sqw/detail.sqw?id=5505
Pavel Varvařovský		pan	pan pavel varvařovský	Man	NOPARTY	19700101	http://www.vlada.cz/cz/clenove-vlady/
Pavel Varvařovský	JUDr.	veřejný ochránce práv	veřejný ochránce práv pavel varvařovský	Man	NOPARTY	19450101	/sqw/detail.sqw?id=54337
Pavol Lukša		Poslanec	Poslanec Pavol Lukša	Man	TOP09	19620815	/sqw/detail.sqw?id=5944
Petr Bendl		Ministr zemědělství ČR	Ministr zemědělství ČR Petr Bendl	Man	ODS	19660124	http://www.vlada.cz/cz/clenove-vlady/ing--petr-bendl--88037/
Petr Bendl	Ing.	Poslanec	Poslanec Petr Bendl	Man	ODS	19660124	/sqw/detail.sqw?id=346
Petr Braný	RSDr.	Poslanec	Poslanec Petr Braný	Man	KSČM	19510525	/sqw/detail.sqw?id=5270
Petr Bratský 		senátor	senátor petr bratský	Man	ODS	19550101	/sqw/detail.sqw?id=54333
Petr Gandalovič	Mgr.	Poslanec	Poslanec Petr Gandalovič	Man	ODS	19640815	/sqw/detail.sqw?id=1296
Petr Gazdík	Mgr.	Poslanec	Poslanec Petr Gazdík	Man	TOP09	19740626	/sqw/detail.sqw?id=5914
Petr Guziana	MUDr.	Senátor	Senátor Petr Guziana	Man	ODS	19520830	/sqw/detail.sqw?id=5798
Petr Hulinský	Ph.D.	Poslanec	Poslanec Petr Hulinský	Man	ČSSD	19670825	/sqw/detail.sqw?id=216
Petr Jalowiczor		Poslanec	Poslanec Petr Jalowiczor	Man	ČSSD	19730915	/sqw/detail.sqw?id=5999
Petr Nečas	RNDr.	Poslanec	Poslanec Petr Nečas	Man	ODS	19641119	/sqw/detail.sqw?id=111
Petr Nečas	RNDr.	Předseda vlády ČR	Předseda vlády ČR Petr Nečas	Man	ODS	19641119	/sqw/detail.sqw?id=111
Petr Pakosta	Ing.	Senátor	Senátor Petr Pakosta	Man	ODS	19570808	/sqw/detail.sqw?id=5753
Petr Skokan		Poslanec	Poslanec Petr Skokan	Man	VV	19630527	/sqw/detail.sqw?id=5966
Petr Tluchoř		Poslanec	Poslanec Petr Tluchoř	Man	ODS	19680106	/sqw/detail.sqw?id=5376
Petr Zgarba	Ing.	Poslanec	Poslanec Petr Zgarba	Man	ČSSD	19590918	/sqw/detail.sqw?id=5294
Radek John	Mgr.	Místopředseda vlády a ministr vnitra ČR	Místopředseda vlády a ministr vnitra ČR Radek John	Man	VV	19541206	/sqw/detail.sqw?id=5932
Radek John	Mgr.	Místopředseda vlády ČR	Místopředseda vlády ČR Radek John	Man	VV	19541206	/sqw/detail.sqw?id=5932
Radek John	Mgr.	Poslanec	Poslanec Radek John	Man	VV	19541206	/sqw/detail.sqw?id=5932
Radek Sušil	MUDr.	Senátor	Senátor Radek Sušil	Man	ČSSD	19670109	/sqw/detail.sqw?id=5799
Radim Fiala	Ing.	Poslanec	Poslanec Radim Fiala	Man	ODS	19690724	/sqw/detail.sqw?id=5459
Radim Jirout	 MBA	Poslanec	Poslanec Radim Jirout	Man	ODS	19710406	/sqw/detail.sqw?id=5931
Radim Vysloužil	Ing.	Poslanec	Poslanec Radim Vysloužil	Man	VV	19810411	/sqw/detail.sqw?id=5983
Radko Martínek	Mgr.	hejtman pardubického kraje	hejtman pardubického kraje radko martínek	Man	ČSSD	19560606	/sqw/detail.sqw?id=396
Renáta Witoszová		Poslankyně	Poslankyně Renáta Witoszová	Woman	TOP09	19670608	/sqw/detail.sqw?id=5986
Richard Dolejš		Poslanec	Poslanec Richard Dolejš	Man	ČSSD	19700813	/sqw/detail.sqw?id=5456
Robin Böhnisch	PhDr.	Poslanec	Poslanec Robin Böhnisch	Man	ČSSD	19671123	/sqw/detail.sqw?id=5342
Rom Kostřica	prof. CSc.	Poslanec	Poslanec Rom Kostřica	Man	TOP09	19490313	/sqw/detail.sqw?id=5940
Roman Línek	Ing.	náměstek hejtmana pardubického kraje	náměstek hejtmana pardubického kraje roman línek	Man	KDU-ČSL	19630306	/sqw/detail.sqw?id=59659
Roman Sklenák	Mgr.	Poslanec	Poslanec Roman Sklenák	Man	ČSSD	19700723	/sqw/detail.sqw?id=5965
Roman Váňa	Ing.	Poslanec	Poslanec Roman Váňa	Man	ČSSD	19661101	/sqw/detail.sqw?id=5980
Rudolf Chlad		Poslanec	Poslanec Rudolf Chlad	Man	TOP09	19471224	/sqw/detail.sqw?id=5925
Soňa Marková	Mgr.	Poslankyně	Poslankyně Soňa Marková	Woman	KSČM	19610225	/sqw/detail.sqw?id=5290
Soňa Paukrtová	Mgr.	Senátorka	Senátorka Soňa Paukrtová	Woman	STAN	19500210	/sqw/detail.sqw?id=5687
Stanislav Eichler		hejtman libereckého kraje	hejtman libereckého kraje stanislav eichler	Man	ČSSD	19660101	/sqw/detail.sqw?id=47789
Stanislav Grospič	JUDr.	Poslanec	Poslanec Stanislav Grospič	Man	KSČM	19640725	/sqw/detail.sqw?id=4778
Stanislav Huml	Mgr.	Poslanec	Poslanec Stanislav Huml	Man	VV	19550730	/sqw/detail.sqw?id=5921
Stanislav Juránek	Ing.	Senátor	Senátor Stanislav Juránek	Man	KDU-ČSL	19560124	/sqw/detail.sqw?id=5847
Stanislav Křeček	JUDr.	Poslanec	Poslanec Stanislav Křeček	Man	ČSSD	19380520	/sqw/detail.sqw?id=386
Stanislav Polčák	JUDr.	Poslanec	Poslanec Stanislav Polčák	Man	TOP09	19680221	/sqw/detail.sqw?id=5956
Tomáš Chalupa		Ministr životního prostředí ČR	Ministr životního prostředí ČR Tomáš Chalupa	Man	ODS	19740703	http://www.vlada.cz/cz/clenove-vlady/mgr--tomas-chalupa-79930/
Tomáš Chalupa	Mgr.	Poslanec	Poslanec Tomáš Chalupa	Man	ODS	19750703	/sqw/detail.sqw?id=5924
Tomáš Grulich	PhDr.	Senátor	Senátor Tomáš Grulich	Man	ODS	19510114	/sqw/detail.sqw?id=5748
Tomáš Jan Podivínský	Mgr.	ministr životního prostředí	ministr životního prostředí Tomáš Jan Podivínský	Man	KDU-ČSL	19691121	/sqw/detail.sqw?id=6134
Tomáš Kladívko		Senátor	Senátor Tomáš Kladívko	Man	ODS	19571125	/sqw/detail.sqw?id=335
Tomáš Töpfer		Senátor	Senátor Tomáš Töpfer	Man	ODS	19510110	/sqw/detail.sqw?id=5749
Tomáš Úlehla	Mgr.	Poslanec	Poslanec Tomáš Úlehla	Man	ODS	19650114	/sqw/detail.sqw?id=5516
Veronika Vrecionová	Ing.	Senátorka	Senátorka Veronika Vrecionová	Woman	ODS	19650908	/sqw/detail.sqw?id=6052
Viktor Paggio	Ing.	Poslanec	Poslanec Viktor Paggio	Man	VV	19810812	/sqw/detail.sqw?id=5952
Vladimír Koníček	RNDr.	Poslanec	Poslanec Vladimír Koníček	Man	KSČM	19640223	/sqw/detail.sqw?id=5313
Vladimíra Lesenská	Ing.	Poslankyně	Poslankyně Vladimíra Lesenská	Woman	ČSSD	19640528	/sqw/detail.sqw?id=5477
Vladislav Vilímec	Ing.	Poslanec	Poslanec Vladislav Vilímec	Man	ODS	19630705	/sqw/detail.sqw?id=5520
Vlasta Bohdalová	Mgr.	Poslankyně	Poslankyně Vlasta Bohdalová	Woman	ČSSD	19570918	/sqw/detail.sqw?id=5447
Vlasta Parkanová	JUDr.	Místopředsedkyně PSP	Místopředsedkyně PSP Vlasta Parkanová	Woman	TOP09	19511121	/sqw/detail.sqw?id=340
Vlastimil Picek		Ministr obrany ČR	Ministr obrany ČR Vlastimil Picek	Man	NOPARTY	19561025	http://www.vlada.cz/cz/clenove-vlady/ing--vlastimil-picek-104468/
Vojtěch Adam	MUDr.	Poslanec	Poslanec Vojtěch Adam	Man	KSČM	19500912	/sqw/detail.sqw?id=5768
Vojtěch Filip	JUDr.	Poslanec	Poslanec Vojtěch Filip	Man	KSČM	19550113	/sqw/detail.sqw?id=303
Václav Baštýř	Ing.	Poslanec	Poslanec Václav Baštýř	Man	ODS	19620318	/sqw/detail.sqw?id=5894
Václav Cempírek	prof. Ph.D.	Poslanec	Poslanec Václav Cempírek	Man	TOP09	19540506	/sqw/detail.sqw?id=5900
Václav Horáček	Mgr.	Poslanec	Poslanec Václav Horáček	Man	TOP09	19560817	/sqw/detail.sqw?id=5919
Václav Klučka	Ing.	Poslanec	Poslanec Václav Klučka	Man	ČSSD	19530720	/sqw/detail.sqw?id=68
Václav Kubata	Ing.	Poslanec	Poslanec Václav Kubata	Man	TOP09	19620319	/sqw/detail.sqw?id=5942
Václav Mencl	arch.	Poslanec	Poslanec Václav Mencl	Man	ODS	19430405	/sqw/detail.sqw?id=5300
Václav Neubauer		Poslanec	Poslanec Václav Neubauer	Man	ČSSD	19480729	/sqw/detail.sqw?id=5950
Václav Vlček	MUDr.	Senátor	Senátor Václav Vlček	Man	ODS	19470301	/sqw/detail.sqw?id=5759
Václav Votava	Ing.	Poslanec	Poslanec Václav Votava	Man	ČSSD	19560618	/sqw/detail.sqw?id=5272
Václav Zemek	Ing.	Poslanec	Poslanec Václav Zemek	Man	ČSSD	19740413	/sqw/detail.sqw?id=5989
Václav Šlajs		poslanec	poslanec václav šlajs	Man	ČSSD	19520807	/sqw/detail.sqw?id=5508
Václav Šlajs		poslanec	poslanec václav šlajs	Man	ČSSD	19520807	/sqw/detail.sqw?id=5508
Václav Štekl 	Ing.	člen rady plzeňského kraje	člen rady plzeňského kraje václav štekl	Man	NOPARTY	19700101	/sqw/detail.sqw?id=54338
Vít Bárta	JUDr.	Ministr dopravy ČR	Ministr dopravy ČR Vít Bárta	Man	VV	19580310	/sqw/detail.sqw?id=5893
Vít Bárta	JUDr.	Poslanec	Poslanec Vít Bárta	Man	VV	19580310	/sqw/detail.sqw?id=5893
Vít Němeček	MBA	Poslanec	Poslanec Vít Němeček	Man	ODS	19620122	/sqw/detail.sqw?id=5949
Vítězslav Jandák	Mgr.	Poslanec	Poslanec Vítězslav Jandák	Man	ČSSD	19470803	/sqw/detail.sqw?id=5402
Vítězslav Jonáš		Senátor	Senátor Vítězslav Jonáš	Man	ODS	19550527	/sqw/detail.sqw?id=5755
Walter Bartoš	Ph.D. MBA	Poslanec	Poslanec Walter Bartoš	Man	ODS	19610423	/sqw/detail.sqw?id=345
Zbyněk Stanjura	Ing.	Ministr dopravy ČR	Ministr dopravy ČR Zbyněk Stanjura	Man	ODS	19640215	/sqw/detail.sqw?id=5969
Zbyněk Stanjura	Ing.	Poslanec	Poslanec Zbyněk Stanjura	Man	ODS	19640215	/sqw/detail.sqw?id=5969
Zdeněk Bezecný	Mgr. Ph.D.	Poslanec	Poslanec Zdeněk Bezecný	Man	TOP09	19711201	/sqw/detail.sqw?id=5897
Zdeněk Boháč	Mgr.	Poslanec	Poslanec Zdeněk Boháč	Man	ODS	19581011	/sqw/detail.sqw?id=5445
Zdeněk Škromach	Ing.	Poslanec	Poslanec Zdeněk Škromach	Man	ČSSD	19561231	/sqw/detail.sqw?id=239
Zdeněk Škromach	Ing.	Senátor	Senátor Zdeněk Škromach	Man	ČSSD	19561231	/sqw/detail.sqw?id=239
Zdeňka Horníková	Mgr.	Poslankyně	Poslankyně Zdeňka Horníková	Woman	ODS	19521206	/sqw/detail.sqw?id=261
Zuzka Bebarová Rujbrová		Poslankyně	Poslankyně Zuzka Bebarová-Rujbrová	Woman	KSČM	19510113	/sqw/detail.sqw?id=312
